Twitter Handle,Twitter ID,Full Name,Person/Company,Number of followers,Number of friends,Number of total tweets,Description,Location (raw),Profile Image URL,Insider Score,Listening,Emergence Score,Age of account (days),Tweets per day,First Name,Last Name,Location (continent),Location (country),Location (region),Location (sub_region),Related Website,Insider Blogs,StackOverflow,Instagram,Pinterest,YouTube,Google+,SlideShare,LinkedIn,Quora,AngelList,Facebook,Community Id,Community Name,Facebook ID
usmanghani,19103984,Usman Ghani,company,731,1785,1143,Hacker @Zenefits. Built query engines @Platfora. Built @Azure @Microsoft. Uber-geek.,"San Francisco, CA",http://pbs.twimg.com/profile_images/444987152095408129/iZ7aSAR3_normal.jpeg,12,35,0.005032353,2396,0,,Ghani,North America,United States of America,California,San Francisco,http://about.me/usman.ghani,,,,http://www.pinterest.com/usmanghani,,https://plus.google.com/102641734724234392234,,http://www.linkedin.com/in/usmanghani,http://www.quora.com/usman-ghani-1,http://www.angellist.com/66986,http://www.facebook.com/635720637,2,,
apatrizio,15383721,Andy Patrizio,person,1145,261,4732,"Freelance tech journalist, #numismatist, #Patriots fan, #holistic medicine geek.","Orange County, CA",http://pbs.twimg.com/profile_images/57185044/AndyPatrizio_normal.jpg,12,8,0.004660262,2586,1,Andy,Patrizio,North America,United States of America,California,,,,,,,,,,http://www.linkedin.com/in/apatrizio,,,,3,,
SlimBaltagi,864627824,Slim Baltagi,company,275,530,268,"Director of Big Data Engineering @CapitalOne. Creator & maintainer of http://t.co/TED3EWj24G with over 4,500 web resources on Hadoop, Spark and Flink.",Chicago,http://pbs.twimg.com/profile_images/525590253113839616/Wn4Hwf8N_normal.jpeg,12,70,0.01169202,1038,0,,Baltagi,North America,United States of America,Illinois,Chicago,http://goo.gl/voz5By,,,,,,,,http://www.linkedin.com/in/slimbaltagi,,,,2,,
opendata,2222312184,U.S. Open Data,company,2604,75,376,"A non-profit partner to government and business, building the capacity of open data.",United States,http://pbs.twimg.com/profile_images/425707296849526784/XxuZsprU_normal.png,12,2,0.019776634,618,0,,Data,North America,United States of America,,,http://www.usopendata.org/,http://usopendata.org/rss.xml,,,,,,,http://ae.linkedin.com/in/arnukk,,,,2,,
Mnemaudsyne,3138213432,Maud ,person,285,1103,239,Community Manager at Aerospike (@AerospikeDB). Feel free to contact me about anything. Follow me to know about new releases & other essential company updates.,SF Bay Area,http://pbs.twimg.com/profile_images/585592104178581505/UJ_cnH2f_normal.jpg,12,38,0.102744746,128,1,Maud,Maud,North America,United States of America,California,San Francisco,http://www.aerospike.com,,,,,,,,,,,,4,,
lowbrowkate,15693683,lowbrowkate,company,3748,564,8254,"Freelance Reporter -- Otherwise it's all rock 'n' roll & the New York Metropolitans. Reporting since '99, design degree, go figure.","Portland, OR",http://pbs.twimg.com/profile_images/542128150482661376/TulI2zvq_normal.jpeg,11,5,0.004308592,2564,3,,lowbrowkate,North America,United States of America,Oregon,Portland,http://www.amazon.com/Campaign-08-Turning-Point-Digital/dp/1441488464,,,,http://www.pinterest.com/kate8826,,,,,,,http://www.facebook.com/620716300,1,,
cnauroth,1460231383,Chris Nauroth,person,255,325,707,"Software Engineer @hortonworks, @Hadoop Committer and PMC member, @TheASF member","Seattle, WA",http://pbs.twimg.com/profile_images/591106285958926337/BCk6y36W_normal.jpg,11,26,0.013851506,805,0,Chris,Nauroth,North America,United States of America,Washington,Seattle,,,,,,,,,http://www.linkedin.com/in/cnauroth,,,,2,,
bigdataworkshop,122292436,Big Data Workshop,company,272,384,53,"We're an Unconference! Change the world by sharing information peer to peer, face to face! April 23rd, 2010 at the Computer History Museum in Mountain View, CA!",Mountain View,http://pbs.twimg.com/profile_images/809881100/crop0025_normal.jpg,11,16,0.005596279,1977,0,,Workshop,North America,United States of America,California,Mountain View,http://www.bigdataworkshop.com,http://bigdataworkshop.com/feed/,,,,,,,http://ie.linkedin.com/in/samcoppens,,,,2,,
GreaterSchema,2894904798,Greater Schema,company,841,1342,4109,Mosaic Theory || Markets | Economics | Tech | Space | Science | Startups | Strategy | Pattern Recognition | Bitcoin #IMContent,California,http://pbs.twimg.com/profile_images/531801468337025029/4GULUbXS_normal.jpeg,11,22,0.041959811,273,15,,Schema,North America,United States of America,California,Los Angeles,http://news.greaterschema.com,http://blog.paper.li/feed/,,,,,,,,,http://www.angellist.com/311048,http://www.facebook.com/https://www.facebook.com/10153054549368425,4,,
BenjaminAlexM,1458594908,BenjaminAlexander,company,156,1017,1875,"Former Physicists... Current Data Soothsayer and Scientist - Stevie Ray Vaughn Fan - Avid Spelunker, cave diver, Muay Thai boxer,&serious international man.","Redwood City, CA",http://pbs.twimg.com/profile_images/3711268084/1ff18dc7591e06e94083ceebe0b5fc0b_normal.png,11,79,0.013840924,806,2,,BenjaminAlexander,North America,United States of America,California,,,,,,,,,,http://bh.linkedin.com/pub/russell-walters/20/557/aaa,,,,2,,
_MikePehel,3142196913,Michael Pehel,person,1108,1025,25,"I cover Hadoop and Big Data News, I'm learning Python in my free time. Connect with me on LinkedIn http://t.co/yYnfNc4NNW",New York,http://pbs.twimg.com/profile_images/585224016257884160/2Ki0z8C6_normal.jpg,11,13,0.096578192,125,0,Michael,Pehel,North America,United States of America,New York,,,,,,,,,,https://www.linkedin.com/in/michaelpehel,,,,4,,
MobisoftInfo,67277375,Mobisoft Infotech,company,1464,1504,1725,"#Mobile, #HTML5 & #Cloud solution experts. Building innovative mobility solutions for #startups, #SMEs and Large #Enterprises.","Houston, Texas.",http://pbs.twimg.com/profile_images/623432248935583744/MKhNQq2h_normal.jpg,11,3,0.005070402,2181,0,,Infotech,North America,United States of America,Texas,Houston,http://www.mobisoftinfotech.com,,,,,,,,http://in.linkedin.com/in/nitinlahoti,,,,4,,
linping_lu,3091450559,Linping Lu,company,1544,368,37456,"I am a #tech enthusiast fond of #asia, crazy about #startup #valuation and #funding.","San Francisco, CA",http://pbs.twimg.com/profile_images/576485711420878848/MiY_KPOG_normal.jpeg,11,9,0.079707398,149,251,,Lu,North America,United States of America,California,San Francisco,,,,,,,,,http://sg.linkedin.com/in/luyang1989,,,,4,,
MPactWealth,2317923853,MPactWealth,company,10920,9691,1287,"An @INC5000 Financial Training Company, We Help You Create The Life Of Freedom You Desire. Learn and Implement Proven Peer-to-Peer #Wealth Building Strategies.","San Francisco, CA",http://pbs.twimg.com/profile_images/462575014621896704/MQl84nAR_normal.jpeg,11,11,0.02014966,557,2,,MPactWealth,North America,United States of America,California,San Francisco,http://www.mpactwealth.com,http://feeds.feedburner.com/WealthClasses,,,,,,,https://www.linkedin.com/pub/san-francisco-california/19/655/407,,,,4,,
avillamil7,274518042,Alex Villamil,person,151,364,246,Data Engineering,"San Francisco, CA",http://pbs.twimg.com/profile_images/1892358605/2012-01-26_11-48-11_normal.jpg,11,39,0.006951816,1594,0,Alex,Villamil,North America,United States of America,California,San Francisco,,,,,,,,,http://www.linkedin.com/in/alexvillamil,,,,1,,
Consensiv,1413325782,"CONSENSIV, LLC",company,5782,439,1062,"CONSENSIV uses a decade of data to deliver exclusive, powerful corporate reputational measures and operational controls based on stakeholder behavior.","Chicago, IL",http://pbs.twimg.com/profile_images/510058740213510145/NbygEKwC_normal.jpeg,11,11,0.013544226,823,1,,LLC,North America,United States of America,Illinois,Chicago,http://consensiv.com,http://consensiv.com/feed/,,,,,,,,,,,4,,
GabriellePirzad,1166917104,Gabrielle Pirzad,person,1343,911,1616,"Big Data & Analytics evangelist, tweets about social, insight, marketing, (+ anything quirky!) views are my own #social, #ibm, #innovation #data #analytics","Cambridge, UK",http://pbs.twimg.com/profile_images/378800000241269066/4142919fdb5d493adcfdcc732c46b2b0_normal.jpeg,11,22,0.012235547,910,1,Gabrielle,Pirzad,North America,United States of America,Massachusetts,Cambridge,,,,,http://www.pinterest.com/GabriellePirzad,,,,http://uk.linkedin.com/in/gabriellepirzad,,,,4,,
cfregly,35338657,Chris Fregly,person,397,501,163,Data Solutions Engineer @ Databricks,"San Francisco, CA",http://pbs.twimg.com/profile_images/378800000511851150/8072dc54c320af456a80caad7b68cfea_normal.jpeg,11,32,0.004812112,2297,0,Chris,Fregly,North America,United States of America,California,San Francisco,http://databricks.com,https://databricks.com/feed,,,,,,,http://www.linkedin.com/in/cfregly,,http://www.angellist.com/445056,http://www.facebook.com/504950151,2,,
BigDataDNB,2474700639,BigData,company,349,597,27,Welcome to the D&B Big Data Twitter account! The single best big insight site you could ever follow in twittersphere.,Marlow,http://pbs.twimg.com/profile_images/537535624106889217/tdsAF6Ec_normal.jpeg,11,49,0.023156859,486,0,,BigData,North America,United States of America,Oklahoma,Marlow,http://www.dnb.com,,,,,,,,http://in.linkedin.com/in/rameshpabba,,,,1,,
AllenBrinkman,3225702809,Allen Brinkman,person,1379,1198,1349,"#Capitalraising, #MergersandAqusitions, #Investor - #Fintech, #BioTech, #Medtech,#BigData,#Cybersecurity #Author and #National #speaker on #EQ","Tampa, FL",http://pbs.twimg.com/profile_images/614852538848796672/y6OCX17d_normal.jpg,11,10,0.122497938,101,13,Allen,Brinkman,North America,United States of America,Florida,,,,,,,,,,http://uk.linkedin.com/pub/linda-allen/27/5aa/810,,,,4,,
simonjerob,1855164642,Simon Robinson,person,13850,8494,1226,Tech Sales Consultant - #presales #telecoms #pcidss #payments #fintech - PRINCE2 Practitioner. All opinions are my own,"Suffolk, UK",http://pbs.twimg.com/profile_images/512886708308684800/ASRaTNrO_normal.jpeg,11,10,0.016033314,697,1,Simon,Robinson,North America,United States of America,Virginia,Suffolk,http://www.simonjerob.co.uk,http://simonjerob.co.uk/feed/,,,,,,,http://au.linkedin.com/pub/danni-robinson/4/ba1/b0a,,,,4,,
jimplush,211903440,Jim Plush,person,921,593,3797,"Sr Director of Engineering, CrowdStrike. 
scala, golang, kafka, python, hadoop, cassandra enthusiast","Orange County, CA",http://pbs.twimg.com/profile_images/531630673782509569/c-HtkKOb_normal.jpeg,11,28,0.006365014,1739,2,Jim,Plush,North America,United States of America,California,,http://jimplush.com,,,,,,,,http://www.linkedin.com/pub/jim-plush/1/686/367,,,,2,,
borisachen,355016568,Boris Chen,person,2393,254,476,"Data science and algorithms @Netflix. Models fantasy football @NYTimes, http://t.co/K20oVXQhmo","San Francisco, CA",http://pbs.twimg.com/profile_images/378800000609272456/e53fa10fc6f9b429c55d834a283e1cdd_normal.jpeg,11,12,0.007611798,1456,0,Boris,Chen,North America,United States of America,California,San Francisco,http://borischen.co,http://www.borischen.co/feeds/posts/default?alt=rss,,,,,,,http://www.linkedin.com/in/pub/boris-chen/14/1a2/b92,,,,2,,
aghobarah,581424447,H. Adam Ghobarah,company,280,91,206,Statistics. Machine learning. Big Data. Small Data. Start-ups. Google Ventures.,"Mountain View, CA",http://pbs.twimg.com/profile_images/3406499134/1312a0dbc807d5cfb8dd295b79778964_normal.jpeg,11,13,0.009402611,1181,0,,Ghobarah,North America,United States of America,California,,,,,,,,,,http://data.linkedin.com/publications,,,,2,,
MarkSlusar,381153161,Mark Slusar,person,329,715,480,"distributed systems, bigdata, hadoop, crowdsourcing, machine learning, analytics, fuzzy logic, GIS, leadership, innovation, invention, dev, music, vac tube amps",Chicago,http://pbs.twimg.com/profile_images/1746528649/sippy_cup_-_Copy_normal.jpg,11,42,0.007851523,1412,0,Mark,Slusar,North America,United States of America,Illinois,Chicago,,,,,,,,,http://www.linkedin.com/in/mvslusar,,,http://www.facebook.com/100004064229670,2,,
Rachelwolf00,1687782967,Rachel Wolfson,person,385,421,528,"Avid blogger @ #Tech_Talks, gym enthusiast, Social Media/Marketing Pro @moogsoft - SF #tech writer, brand building & lover of #socialmedia-Women in tech rock!",San Francisco ,http://pbs.twimg.com/profile_images/611897482088288257/wZ3-usEr_normal.jpg,11,26,0.015547236,719,0,Rachel,Wolfson,North America,United States of America,California,San Francisco,http://racheltalkstech.com/,http://racheltalkstech.com/feed/,,,,,,,http://www.linkedin.com/in/rachwolf,,http://www.angellist.com/674317,http://www.facebook.com/rachel.wolfson.92,1,,
SynapseSynergy,2462301050,SynapseSynergyGroup,company,5914,2538,1845,A unique think tank/incubator/accelerator businesses model. Tweets about #startups #growthhacking #crowdfunding #tech #IPO Founders @jnridlinghafer & @jaketital,"Silicon Valley, CA",http://pbs.twimg.com/profile_images/463939800093843457/vqv7Uq1V_normal.jpeg,11,19,0.023864423,472,3,,SynapseSynergyGroup,North America,United States of America,California,,http://synapsesynergygroup.com,,,,,http://youtube.com/user/jnridlinghafer,https://plus.google.com/106481070447320964629,,http://br.linkedin.com/in/leonardovargas1,,,http://www.facebook.com/100004228149721,4,,
StatGarrett,2499047479,Garrett Grolemund,person,1269,21,128,Data Scientist and Master Instructor for RStudio,"Houston, TX",http://pbs.twimg.com/profile_images/467313147250868224/ZekxgNV9_normal.jpeg,11,5,0.025041881,451,0,Garrett,Grolemund,North America,United States of America,Texas,Houston,,,,,,,,,http://www.linkedin.com/in/pub/garrett-grolemund/11/284/493,,,,2,,
XData_Now,2726989129,Khullani Abdullahi ,company,259,481,424,JD | Digital Marketing Consultant | Big Data & 3D Enthusiast I Tentatively Paleo,"West Palm Beach, Florida",http://pbs.twimg.com/profile_images/533392417869672448/isozR-zq_normal.jpeg,11,26,0.031330907,362,1,,Abdullahi,North America,United States of America,Florida,Orlando,https://www.linkedin.com/in/khullanimabdullahi,,,,,,,,http://www.linkedin.com/in/khullanimabdullahi,,,,3,,
AAASBigData,1945554330,AAAS Fellows BigData,company,506,619,499,"American Association for the Advancement of Science (AAAS) Sci+Tech Policy Fellows affinity group. Exploring the who, what, when, where, how & why of Big Data.","Washington, DC",http://pbs.twimg.com/profile_images/378800000565075856/f7713e14e59df38d8f7dbd56d00ce340_normal.jpeg,11,36,0.01667167,671,0,,BigData,North America,United States of America,District of Columbia,Washington,,,,,,,,,http://au.linkedin.com/pub/john-wellard/14/92b/644,,,,2,,
BIBrainz,1871441845,BI Brainz,company,312,265,1049,The Leaders in Enterprise Visual Solutions. CEO @MicoYuk | #BIDF #BigData #DataViz #DataVisualization #Analytics #BusinessIntelligence #IoT #EnterpriseMobility,Global,http://pbs.twimg.com/profile_images/565584154494902272/lDlF3l9g_normal.png,11,25,0.016144133,693,1,,Brainz,North America,United States of America,Texas,Bounce,http://BIBrainz.com,http://bibrainz.com/feed/,,,,,,,https://www.linkedin.com/in/micoyuk,,,,4,,
RichWangMIT,2910291288,Rich Wang,person,193,135,83,Conducting research on Chief Data Officers for high-quality information in 21st-century organizations,"Cambridge, MA",http://pbs.twimg.com/profile_images/537739956555243521/9mLnkPOu_normal.jpeg,11,20,0.044716565,257,0,Rich,Wang,North America,United States of America,Massachusetts,Cambridge,http://mitiq.mit.edu,,,,,,,,http://www.linkedin.com/in/rich-wang/7/629/b96,,,,1,,
MetaMindIO,2827069807,MetaMind,company,1546,12,75,"state-of-the-art Artificial Intelligence solutions for enterprises, powered by Deep Learning","Palo Alto, CA",http://pbs.twimg.com/profile_images/539946473387864064/6yV5R6Yt_normal.png,10,1,0.032264821,321,0,,MetaMind,North America,United States of America,California,,http://metamind.io,,,,,,,,https://www.linkedin.com/in/paloaltorecords,,,,2,,
S_McMillian,1447090465,Stephan McMillian,person,525,1982,3541,Data Scientists from Ireland - Trinity College,"San Diego, CA",http://pbs.twimg.com/profile_images/3691214574/70e0ea7c8743bd1161823e50350541d3_normal.jpeg,10,56,0.012514498,810,4,Stephan,McMillian,North America,United States of America,California,San Diego,,,,,,,,,http://uk.linkedin.com/in/svanlyon,,,,1,,
aidotech,3161803394,AiDO,company,535,1085,45821,Artificial Intelligence meets On-Demand Economy.,phoenix ,http://pbs.twimg.com/profile_images/589260492192944128/-iwxG3ZA_normal.jpg,10,40,0.09731458,114,401,,AiDO,North America,United States of America,Arizona,Phoenix,http://www.aidotech.com,,,,,,,,http://uk.linkedin.com/pub/peter-fielder/6/b61/8a1,,,,4,,
galenmoore,15613432,Galen Moore,person,6670,3316,27969,"EIC: @BostInno, @DC_Inno, @ChicagoInno, @AustinInno. Booster: @eglestonsq. Volunteer: @wmbr. 'Ball in 2 eras, like Shaq or Bob McAdoo.'",Boston,http://pbs.twimg.com/profile_images/565611354493440000/hgzCcpts_normal.jpeg,10,10,0.003907676,2570,10,Galen,Moore,North America,United States of America,Massachusetts,Boston,http://about.me/galenmoore,,,,http://www.pinterest.com/galenmoore,http://youtube.com/user/thegalenmoore,https://plus.google.com/113853090979911392217,,http://www.linkedin.com/in/galenmoore,http://www.quora.com/galen-moore,http://www.angellist.com/226362,http://www.facebook.com/752759262,3,,
ritzbiz,2307022116,Sebastian Ritz,person,1159,991,241,Passion for Strategy and Business Development in Tech|Cloud|Start Ups|Big Data| Marketing| Intern @SAP. Founder @Buildupfanbase,Philadelphia•Munich•Singapore,http://pbs.twimg.com/profile_images/570176984253100032/rqr5_h6m_normal.jpeg,10,11,0.018112441,563,0,Sebastian,Ritz,,,,,http://lnkd.in/di7PH75,,,,,,,,http://www.linkedin.com/in/sebastianritz,,,,4,,
allyson_davy,3064393455,Allyson Davy,person,682,1255,461,Hiring amazing recent college grads for HP Enterprise Services and Printing and Personal Systems,Dublin OH,http://pbs.twimg.com/profile_images/571326527980056576/2w--Nq1S_normal.jpeg,10,21,0.065686474,164,2,Allyson,Davy,North America,United States of America,Ohio,Dublin,http://www.hp.com,,,,,,,,https://www.linkedin.com/pub/allyson-leroch-davy/4/b7/b29,,,,4,,
DougLaBorde,3010361348,Doug LaBorde,person,355,412,759,Runner | IBMer | Sales and Marketing Professional | Food Lover | Buckeye | Bourbon Drinker,"Columbus, Ohio",http://pbs.twimg.com/profile_images/578987993647583232/O8qKs61l_normal.jpeg,10,14,0.057406094,185,4,Doug,LaBorde,North America,United States of America,Ohio,Cincinnati,,,,,,,,,http://www.linkedin.com/in/doug-laborde/0/619/b36,,,,4,,
billholder7,2815654171,Bill Holder ,person,246,757,374,"Technology (Security, networking, cloud, fiber, big data, communications, bandwidth), business, entrepreneurship, Seattle / Bellevue, Puget Sound, United States","Seattle, WA",http://pbs.twimg.com/profile_images/535948724380250112/gHNSccQD_normal.jpeg,10,26,0.031747805,326,1,Bill,Holder,North America,United States of America,Washington,Seattle,http://www.integratelecom.com/pages/default.aspx,,,,,,,,,,,,3,,
lopezunwired,19159076,Paul Lopez,person,1374,575,27063,"VP, IT Application Services at UnitedHealth Group. 
Commercialization of IP, Apps, Big Data, Cloud & Mobility. Angel Investor in early stage startups.","Dallas, TX",http://pbs.twimg.com/profile_images/3326137784/c6c1c2570fc7b9711dd8de812b996a66_normal.jpeg,10,9,0.004196454,2394,11,Paul,Lopez,North America,United States of America,Texas,,http://lopezunwired.com,http://www.lopezunwired.com/atom.xml,,,,http://youtube.com/user/lopezunwired,https://plus.google.com/109620749729013969958,,http://www.linkedin.com/in/0/696/487,,http://www.angellist.com/549443,http://www.facebook.com/598436452,4,,
bridgingdata,2239403660,Ironbridge Software,company,189,1230,55,Business Intelligence solutions for a competitive edge.              #CGT  #BigData #BI #analytics,"Chicago, IL",http://pbs.twimg.com/profile_images/378800000855551762/f12468cfe91e96ac7aa7fafac7ec0085_normal.jpeg,10,59,0.016772969,607,0,,Software,North America,United States of America,Illinois,Chicago,http://www.ibsw.com,,,,,,,,http://ca.linkedin.com/in/lucdurette,,,,1,,
neuralmarket,9224982,Thomas Ott,person,724,101,5149,"Not your Avg Data Scientist, Consultant at RapidMiner, Tech Evangelist, Tinkerer, Brewer, Yogurt Maker.","NJ, USA",http://pbs.twimg.com/profile_images/480831757219270656/rVaTpSDq_normal.jpeg,10,4,0.003501007,2868,1,Thomas,Ott,North America,United States of America,New Jersey,,http://www.neuralmarkettrends.com,http://www.thomasott.me/feed.xml,,,,,https://plus.google.com/104187281207997604132,,http://www.linkedin.com/in/thomasott,,,http://www.facebook.com/1168101502,3,,
databario,3168317209,Databar.io,company,13144,1621,63,"Databar.io gives users a gift of free time via optimally automating their everyday chores by utilizing power of big data, predictive analytics and common sense.",Silicon Valley,http://pbs.twimg.com/profile_images/591112346480717824/bHlzcHJQ_normal.png,10,57,0.102416582,109,0,,Databar.io,North America,United States of America,New Mexico,San Jose,https://www.crowdrise.com/databar-womenstartup2015/fundraiser/databar,,,,,,,,http://sg.linkedin.com/in/geoyu,,,,3,,
LScatorchia,1533781267,Luciano Scatorchia,person,1637,708,54888,"IOP 2020 Internet Of Pings - http://t.co/vy6eO7eX5u - 
Bringing customers and businesses closer to each other, with 
Pingtown",Luxemburg ,http://pbs.twimg.com/profile_images/576400861804417024/IJt4Whl8_normal.jpeg,10,18,0.012997799,781,70,Luciano,Scatorchia,North America,United States of America,Wisconsin,Luxemburg,http://e-nvention.com,http://e-nvention.com/index.php?format=feed&type=rss,,,,,,,http://es.linkedin.com/pub/gerardo-de-la-campa-vald%C3%A9s/28/46/49,,http://www.angellist.com/842446,,4,,
XISS_HPC,2460021120,X-ISS Inc.,company,173,675,300,"High Performance Computing (HPC), supercomputing, Big Data solutions; offering ManagedHPC services, HPC cluster management, DecisionHPC smart analytics software","Houston, Texas",http://pbs.twimg.com/profile_images/459022389456551936/wPLmyRtB_normal.jpeg,10,78,0.021638148,473,0,,Inc.,North America,United States of America,Texas,Houston,http://www.x-iss.com,http://www.x-iss.com/feed/,,,,,,,https://pe.linkedin.com/pub/bryan-cortez/b6/9aa/a2b,,,,1,,
SociativeBigDat,3254815362,Sociative Big Data,company,123,323,185,"Real-time, trending news about Big Data #BigData. Sociative provides marketers & media with powerful content feeds curated by 1,000,000's of topical influencers","San Francisco, CA",http://pbs.twimg.com/profile_images/613780767194255360/f7_8eLV0_normal.png,10,20,0.285006295,46,4,,Data,North America,United States of America,California,San Francisco,http://sampler.sociative.net/big-data/,http://sampler.sociative.net/big-data/feed/,,,,,,,https://www.linkedin.com/pub/ivan-abramov/8/507/860,,,,4,,
thetinot,1176559771,Valentino Tereshko,person,397,590,1460,Big Data TPM at Google. Helping Google drive adoption and direction of our Big Data tools.  All views are my own.,"San Francisco, CA",http://pbs.twimg.com/profile_images/565985330692501504/9dnc9kA5_normal.jpeg,10,29,0.011159721,907,1,Valentino,Tereshko,North America,United States of America,California,San Francisco,http://cloud.google.com,,,,,,,,http://www.linkedin.com/in/valentino-tereshko/5/a0a/b65,,,,1,,
intelligomobile,2923205548,IntelliGO,company,2018,923,240695,Intelligently enables the enterprise to take advantage of mobile tech to empower users w/ context-aware apps & smart devices. Start a Free Trial on our website.,"Palo Alto, CA",http://pbs.twimg.com/profile_images/582753683143684096/rlS96KZx_normal.png,10,5,0.044213934,237,1015,,IntelliGO,North America,United States of America,California,,http://intelligomobile.com,,,,,,,,https://ca.linkedin.com/in/craigboyce,,,,3,,
guavus,142343062,Guavus,company,606,341,458,Guavus is a big data analytics company ushering in a new class of  applications that allow companies to put all their data to work.,"San Mateo, CA",http://pbs.twimg.com/profile_images/378800000502975437/711e5bcbdfc90396215d6d15aa1077d1_normal.jpeg,10,33,0.005246113,1917,0,,Guavus,North America,United States of America,California,,http://www.guavus.com,,,,,,,,http://www.linkedin.com/pub/guavus-recruiter/6a/186/a12,,,,1,,
omniedu,3255367742,Channel io | OMGEdu,company,135,321,1375,Attention=Time's Currency | Time=Currency of Cells | http://t.co/eZ5zPXddz3 | http://t.co/SZcYMFpP7x | http://t.co/OXND3ABvVo | http://t.co/lgS1mP7P8S |,"Menlo Park, CA",http://pbs.twimg.com/profile_images/613968673083011072/waaNvBS2_normal.png,10,10,0.289269509,46,29,,OMGEdu,North America,United States of America,California,,http://www.OmniKey.Me,,,,,,,,,,,,3,,
JennCaryn,2385987007,JennCarynPeterson,company,171,421,318,"Love tech and techno.
Caffeine is my drug of choice.
Data Scientist - Programmatic Marketer - Hacker","New York, NY",http://pbs.twimg.com/profile_images/574631302063783936/zOGwri04_normal.jpeg,10,23,0.019846431,515,0,,JennCarynPeterson,North America,United States of America,New York,,,,,,,,,,https://tr.linkedin.com/in/nystudio,,,,4,,
KimSted,1618018428,Kim (K2) Stedman,person,422,144,636,"-Data Science * Gameplay * Chick- Social systems analysis, collective intelligence, neuroscience and funny things. Also, poking recklessly at sensitive topics.","Seattle, WA",http://pbs.twimg.com/profile_images/378800000181903029/e1438f98da2b3c5185a218b0a42e6bdd_normal.png,10,12,0.013601459,746,0,Kim,Stedman,North America,United States of America,Washington,Seattle,http://www.butsrsly.com,http://butsrsly.com/feed/,,,,,,,http://www.linkedin.com/pub/kimberly-stedman/27/ab6/56,,,,2,,
cindymillet8,2940070628,Cindy Millet,person,1008,894,1959,"Entrepreneur and Educator/ You are a true success when you help others succeed... 
Cyber Dust +cmillet64 
http://t.co/XzQEFG06Bd","Dallas, Texas",http://pbs.twimg.com/profile_images/628248601232158720/g2lR-cdC_normal.jpg,10,13,0.045686038,230,8,Cindy,Millet,North America,United States of America,Texas,Houston,http://www.milletworks.com,,,,,,,,https://www.linkedin.com/pub/cindy-millet/48/722/b08,,,,4,,
JeffMMorris,2389687309,Jeffrey Morris ,person,179,226,114,Marketing executive for cloud BI and social analytics pioneer GoodData. http://t.co/nhehYIIQxZ,"San Francisco, CA",http://pbs.twimg.com/profile_images/474243509226975233/2we-fINk_normal.jpeg,10,44,0.019917292,513,0,Jeffrey,Morris,North America,United States of America,California,San Francisco,http://www.gooddata.com,,,,,,,,http://sg.linkedin.com/pub/jeffrey-morrison/0/147/221,,,,1,,
VCFSchat,3064970422,#VCFS2015,company,15862,14669,23545,#VCFS2015 is the Official Hashtag and twitter chat of the @realitycrowdtv Virtual Crowdfunding Summit.  Stay Tuned For Details On Dates / Times Of Our Chat!,Global,http://pbs.twimg.com/profile_images/571750561221857280/XF9R7e6q_normal.png,10,9,0.066195276,162,145,,#VCFS2015,North America,United States of America,Texas,Bounce,http://www.realitycrowdtv.com/virtual-crowdfunding-summit-tickets/,,,,,,,,,,,,4,,
atscaleinc,2422632122,AtScale,company,273,271,201,AtScale delivers the power of Hadoop into the hands of business analysts. AtScale turns your Hive warehouse into an OLAP server.,"San Mateo, Ca",http://pbs.twimg.com/profile_images/451094748489469952/OkB7P1JA_normal.png,10,62,0.020660301,495,0,,AtScale,North America,United States of America,California,,http://www.atscale.com,,,,,,,,http://ca.linkedin.com/pub/elmer-san-mateo/3/751/425,,,,1,,
ComnetCo_Inc,2893688417,ComnetCo,company,142,535,554,"High Performance Computing Solutions | We focus on HPC, Compute, Data Analytics, & Data Management for Federal, Higher Ed and Commercial customers across the US","Long Island, NY",http://pbs.twimg.com/profile_images/537681923275907072/zZK-iPFy_normal.png,10,25,0.040802674,256,2,,ComnetCo,North America,United States of America,New York,,http://www.comnetco.com,http://www.comnetco.com/feed/,,,,,,,,,,,4,,
LakshmiLJ,2388048264,Lakshmi Randall,company,107,76,180,"Passionate about Big Data, Creativity and Innovation-opinions are my own.",San Diego,http://pbs.twimg.com/profile_images/445023275874140160/ZRMfECkA_normal.jpeg,10,12,0.019884706,514,0,,Randall,North America,United States of America,California,San Diego,http://blogs.gartner.com/lakshmi-randall,http://blogs.gartner.com/lakshmi-randall/feed/,,,,,,,https://www.linkedin.com/in/lakshmirandall,,,,1,,
TheSuperHIndex,3165582274,The Super H Index,company,86,149,263,Super H combines #bigdata & proprietary algorithms to rank & map the network of an industry's top #researchers & #SME to predict who's working on emerging #tech,"Cincinnati, OH",http://pbs.twimg.com/profile_images/587789274726162433/Ttg1js0W_normal.jpg,10,34,0.093622053,118,2,,Index,North America,United States of America,Ohio,Cincinnati,http://bit.ly/1H9RHrn,,,,,,,,https://uk.linkedin.com/in/clivesutton,,,,4,,
