,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,state_s,company
1145,Irvine,California,Los Angeles,7138660,kore1,Human Resources,18,1156,23321,365.2305,3,CA,Kore1
1146,Simi Valley,California,"Oxnard-Thousand Oaks-Ventura, CA",2724200,issquared,IT Services,34,1157,37292,365.1187,1,CA,ISSQUARED
1147,Bemidji,Minnesota,"Bemidji, MN",3431000,karvakko-engineering,Engineering,23,1158,26150,364.9051,2,MN,Karvakko Engineering
1148,Middlebury,Connecticut,"New Haven-Milford, CT",174667482,isend,Financial Services,16,1159,22943,364.8977,3,CT,iSend
1149,West Monroe,Louisiana,"Monroe, LA",58059923,coast-professional,Financial Services,355,1160,21575,364.8645,4,LA,Coast Professional
1150,New York,New York,New York City,9625563,imagine-easy-solutions,Education,42,1161,23459,364.0073,3,NY,Imagine Easy Solutions
1151,Redmond,Washington,Seattle,6455590,posh-technologies,IT Services,60,1162,25191,363.972,2,WA,Posh Technologies
1152,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",7498985,sandlapper-securities,Financial Services,16,1163,23478,363.598,3,SC,SANDLAPPER Securities
1153,Perrysburg,Ohio,"Toledo, OH",202278000,material-handling-services,Business Products & Services,510,1164,26544,363.0377,2,OH,Material Handling Services
1154,Chicago,Illinois,Chicago,21548014,brilliant,Human Resources,59,1165,37293,362.5812,1,IL,BRILLIANT
1155,Clayton,Missouri,"St. Louis, MO-IL",123198438,clearent,Financial Services,133,1166,21373,362.209,4,MO,Clearent
1156,Boston,Massachusetts,Boston,167523000,dataxu,Advertising & Marketing,300,1167,22894,361.954,3,MA,DataXu
1157,Boston,Massachusetts,Boston,3764264,opus-regulatory,Health,20,1168,37294,360.7924,1,MA,Opus Regulatory
1158,Austin,Texas,Austin,6924373,arise-healthcare,Health,371,1169,37295,359.775,1,TX,Arise Healthcare
1159,Carmel,Indiana,"Indianapolis, IN",2427078,policystat,Software,27,1170,37296,359.3546,1,IN,PolicyStat
1160,Scottsdale,Arizona,Phoenix,3786088,benefit-commerce-group,Insurance,26,1171,37297,359.1747,1,AZ,Benefit Commerce Group
1161,Austin,Texas,Austin,9023485,flosports,Media,75,1172,37298,359.1179,1,TX,FloSports
1162,Charlotte,North Carolina,Charlotte,205380000,movement-mortgage,Financial Services,1570,1173,21071,359.1139,3,NC,Movement Mortgage
1163,New York,New York,New York City,95981000,teads,Advertising & Marketing,350,1174,37299,359.0416,1,NY,Teads
1164,Westlake,Ohio,Cleveland,6589264,clarity-2-prosperity-mastermind-group,Financial Services,26,1175,37300,358.6644,1,OH,Clarity 2 Prosperity Mastermind Group
1165,Plano,Texas,Dallas,7962032,monster-flooring-sale,Retail,39,1176,22993,358.2298,3,TX,Monster Flooring SALE
1166,Baton Rouge,Louisiana,"Baton Rouge, LA",12833734,transformyx,IT Services,36,1177,26541,358.065,2,LA,Transformyx
1167,Chicago,Illinois,Chicago,2358473,snap36,Business Products & Services,16,1178,37301,357.1251,1,IL,Snap36
1168,Chicago,Illinois,Chicago,3819985,mediafly,Software,30,1179,25151,356.8606,2,IL,Mediafly
1169,Lake Mary,Florida,"Orlando, FL",19208348,market-traders-institute,Education,119,1180,37302,356.7097,1,FL,Market Traders Institute
1170,Huntsville,Alabama,"Huntsville, AL",2231681,envention,Government Services,19,1181,37303,356.1964,1,AL,enVention
1171,Orlando,Florida,"Orlando, FL",3585665,synergy-settlement-services,Business Products & Services,17,1182,37304,356.1659,1,FL,Synergy Settlement Services
1172,Boston,Massachusetts,Boston,101507982,acquia,Software,580,1183,20975,355.4903,4,MA,Acquia
1173,Burlington,Massachusetts,Boston,69386715,unitrends,IT Services,385,1184,8109,355.3159,5,MA,Unitrends
1174,Orlando,Florida,"Orlando, FL",5407000,intelity,Software,43,1185,37305,355.1347,1,FL,Intelity
1175,Boulder,Colorado,"Boulder, CO",2807923,developintelligence,Education,8,1186,25886,354.4094,2,CO,DevelopIntelligence
1176,Denver,Colorado,"Denver-Aurora, CO",3093483,jemsu,Advertising & Marketing,23,1187,37306,354.2206,1,CO,JEMSU
1177,Chicago,Illinois,Chicago,8183847,hourglass-angel,Retail,21,1188,23240,353.7494,3,IL,Hourglass Angel
1178,Bellevue,Washington,Seattle,2949924,intrust-funding,Financial Services,1,1189,37307,353.6844,1,WA,Intrust Funding
1179,Long Island City,New York,New York City,6492545,shoe-co,Retail,25,1190,37308,353.4321,1,NY,Shoe & co
1180,Reston,Virginia,"Washington, DC",94386635,knight-point-systems,IT Services,198,1191,17450,352.8897,5,VA,Knight Point Systems
1181,Newport Beach,California,Los Angeles,4879000,evista-industries,Environmental Services,32,1192,25344,352.1779,2,CA,Evista Industries
1182,Santa Barbara,California,"Santa Barbara-Santa Maria-Goleta, CA",18573710,data-hardware-depot,Telecommunications,22,1193,23978,352.0034,3,CA,Data Hardware Depot
1183,Edgewater,New Jersey,New York City,12879260,dxagency,Advertising & Marketing,50,1194,26125,351.9411,2,NJ,DXagency
1184,Fort Lauderdale,Florida,Miami,19828250,moguldom-media-group,Media,114,1195,23315,351.8191,3,FL,Moguldom Media Group
1185,Hanover,Maryland,Baltimore,134256206,clearshark,IT Services,30,1196,26143,351.0438,2,MD,ClearShark
1186,Jackson,Mississippi,"Jackson, MS",5456227,desai-hotel-group,Real Estate,100,1197,37309,350.8962,1,MS,Desai Hotel Group
1187,Miami Lakes,Florida,Miami,6694381,cfe-architects,Construction,21,1198,37310,350.3037,1,FL,CFE Architects
1188,Tustin,California,Los Angeles,199474503,new-american-funding,Financial Services,1400,1199,21359,350.1828,3,CA,New American Funding
1189,San Mateo,California,San Francisco,2935000,steelbrick,Software,58,1200,37311,350.1534,1,CA,SteelBrick
1190,Virginia Beach,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",4952847,ssi,Human Resources,112,1201,37312,349.8629,1,VA,SSi
1191,Downers Grove,Illinois,Chicago,81553469,american-dream-home-improvement,Construction,250,1202,23404,348.7278,3,IL,American Dream Home Improvement
1192,Chicago,Illinois,Chicago,43078159,fruition-partners,IT Services,258,1203,23221,348.5039,3,IL,Fruition Partners
1193,Danbury,Connecticut,"Bridgeport-Stamford-Norwalk, CT",16371659,hpc-wireless-services,Telecommunications,72,1204,17505,348.3779,3,CT,HPC Wireless Services
1194,Jersey City,New Jersey,New York City,9680983,corp2corp,IT Services,119,1205,37313,348.2545,1,NJ,CORP2CORP
1195,Seattle,Washington,Seattle,17390654,pitchbook-data,Financial Services,151,1206,26173,347.9008,2,WA,PitchBook Data
1196,Honeybrook,Pennsylvania,Philadelphia,7748197,key-equipment-sales-rentals,Business Products & Services,24,1207,37314,347.7011,1,PA,Key Equipment Sales & Rentals
1197,Bend,Oregon,"Bend, OR",3755843,techlink-services,IT Services,26,1208,37315,347.5557,1,OR,TechLink Services
1198,Pacific Palisades,California,Los Angeles,30747707,business-talent-group,Business Products & Services,78,1209,37316,347.3579,1,CA,Business Talent Group
1199,Coronado,California,San Diego,12755454,r3-strategic-support-group,Government Services,75,1210,23313,347.0932,3,CA,R3 Strategic Support Group
1200,Beverly Hills,California,Los Angeles,9360093,channel-factory,Advertising & Marketing,35,1211,37317,346.9058,1,CA,CHANNEL FACTORY
1201,Centennial,Colorado,"Denver-Aurora, CO",7668810,shipoffers,Health,14,1212,25540,346.7949,2,CO,ShipOffers
1202,National City,California,San Diego,6333393,isle-surf-sup,Retail,12,1213,37318,346.3732,1,CA,Isle Surf & SUP
1203,Cinnaminson,New Jersey,Philadelphia,37134318,shelby-mechanical,Construction,100,1214,19669,345.8839,2,NJ,Shelby Mechanical
1204,San Jose,California,San Jose,12007694,techshop,Manufacturing,145,1215,23272,345.0294,3,CA,TechShop
1205,Tallahassee,Florida,"Tallahassee, FL",6169425,tal-search-group,IT Services,55,1216,37319,344.8395,1,FL,Tal Search Group
1206,Newark,New Jersey,New York City,3888279,the-credit-pros,Financial Services,30,1217,25003,344.7555,2,NJ,The Credit Pros
1207,Roswell,Georgia,Atlanta,4138041,mydealerlot,Software,25,1218,24909,344.7493,2,GA,MyDealerLot
1208,Little Chute,Wisconsin,"Appleton, WI",2502952,midwest-restoration,Construction,15,1219,37320,344.5867,1,WI,Midwest Restoration
1209,American Fork,Utah,"Provo-Orem, UT",55762000,four-foods-group,Food & Beverage,1070,1220,21082,344.4958,4,UT,Four Foods Group
1210,San Diego,California,San Diego,13427832,vavi,Consumer Products & Services,32,1221,24164,344.241,3,CA,VAVI
1211,Dulles,Virginia,"Washington, DC",10011128,information-technology-strategies,Government Services,55,1222,37321,344.1021,1,VA,Information Technology Strategies
1212,minooka,Illinois,Chicago,6363000,todays-growth-consultant,IT Services,40,1223,23506,343.7238,2,IL,Today's Growth Consultant
1213,Birmingham,Alabama,"Birmingham-Hoover, AL",13781489,atlas-rfid-solutions,Software,57,1224,21888,343.6294,4,AL,Atlas RFID Solutions
1214,Charlotte,North Carolina,Charlotte,497720000,crescent-communities,Real Estate,166,1225,37322,343.2965,1,NC,Crescent Communities
1215,Castle Rock,Colorado,"Denver-Aurora, CO",8767117,data-dynamix,Advertising & Marketing,14,1226,37323,342.7079,1,CO,Data-Dynamix
1216,Minnetonka,Minnesota,Minneapolis,13426147,renters-warehouse,Real Estate,140,1227,17834,342.0394,6,MN,Renters Warehouse
1217,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",4643080,pinnacle-environmental-services,Environmental Services,7,1228,37324,341.8034,1,SC,Pinnacle Environmental Services
1218,Falls Church,Virginia,"Washington, DC",8009149,chartis-consulting,Government Services,33,1229,26561,341.4554,2,VA,Chartis Consulting
1219,Brea,California,"Riverside-San Bernardino-Ontario, CA",87699054,american-financial-network,Financial Services,719,1230,37325,341.4512,1,CA,American Financial Network
1220,Anaheim,California,Los Angeles,4356593,denmore,Consumer Products & Services,32,1231,37326,341.1503,1,CA,Denmore
1221,Houston,Texas,Houston,2179184,rei-network,Real Estate,11,1232,25221,340.8386,2,TX,REI Network
1222,SAN DIEGO,California,San Diego,23662898,black-mountain-systems,Software,98,1233,19253,340.7554,5,CA,Black Mountain Systems
1223,Charlotte,North Carolina,Charlotte,9308000,skookum,IT Services,62,1234,37327,340.7197,1,NC,Skookum
1224,New York,New York,New York City,9657679,knowledge-delivery-systems,Education,39,1235,25471,340.4973,2,NY,Knowledge Delivery Systems
1225,Framingham,Massachusetts,Boston,37956719,applause,Business Products & Services,200,1236,20982,340.3203,4,MA,Applause
1226,Atlanta,Georgia,Atlanta,3956855,standby-talent-staffing-services,Human Resources,47,1237,23199,340.0167,3,GA,StandBy Talent Staffing Services
1227,Fort Lauderdale,Florida,Miami,77534476,scribeamerica,Health,5100,1238,19472,339.402,5,FL,ScribeAmerica
1228,Naperville,Illinois,Chicago,4898677,180,Engineering,23,1239,25144,339.3003,2,IL,180
1229,Metairie,Louisiana,"New Orleans-Metairie-Kenner, LA",18898847,hunt-telecommunications,Telecommunications,61,1240,25851,339.0121,2,LA,Hunt Telecommunications
1230,Altoona,Pennsylvania,"Altoona, PA",2008286,ps-solutions,IT Services,25,1241,37328,337.639,1,PA,PS Solutions
1231,Berkeley,California,San Francisco,3865000,dynamix,IT Services,60,1242,37329,337.2024,1,CA,Dynamix
1232,Philadelphia,Pennsylvania,Philadelphia,14568000,pine-hill-group,Financial Services,39,1243,24860,337.0837,2,PA,Pine Hill Group
1233,Atlanta,Georgia,Atlanta,10716946,tekstream-solutions,IT Services,70,1244,37330,337.0548,1,GA,TekStream Solutions
1234,Fort Lauderdale,Florida,Miami,2310545,us-solar,Energy,16,1245,37331,336.5037,1,FL,US Solar
1235,Frisco,Texas,Dallas,2908698,global-value-add-dba-mystartupcfo-mytaxfiler,Business Products & Services,32,1246,37332,336.3117,1,TX,Global Value Add dba myStartupCFO & mytaxfiler
1236,Orlando,Florida,"Orlando, FL",2414569,real-thread,Consumer Products & Services,18,1247,37333,336.1033,1,FL,Real Thread
1237,San Diego,California,San Diego,27723511,internet-marketing,Advertising & Marketing,90,1248,21111,335.9263,4,CA,Internet Marketing
1238,Wilmington,Delaware,Philadelphia,64682704,sevone,Software,395,1249,19431,335.6869,4,DE,SevOne
1239,Pasadena,California,Los Angeles,101293607,openx,Advertising & Marketing,349,1250,23047,335.04,2,CA,OpenX
1240,Chantilly,Virginia,"Washington, DC",64400089,ogsystems,Government Services,263,1251,21653,334.3454,4,VA,OGSystems
1241,Minneapolis,Minnesota,Minneapolis,7033530,media-bridge-advertising,Advertising & Marketing,4,1252,37334,334.3401,1,MN,Media Bridge Advertising
1242,Stafford,Texas,Houston,12024071,salesstaff,Business Products & Services,155,1253,22953,334.1218,3,TX,SalesStaff
1243,Dallas,Texas,Dallas,7221684,fruitables-pet-food,Food & Beverage,5,1254,23463,334.0617,3,TX,Fruitables Pet Food
1244,Chicago,Illinois,Chicago,2683368,luxury-living-chicago-realty,Real Estate,12,1255,37335,333.9555,1,IL,Luxury Living Chicago Realty
1245,San Francisco,California,San Francisco,5310911,horizon-partners,Financial Services,5,1256,37336,333.9497,1,CA,Horizon Partners
1246,Dallas,Texas,Dallas,2134410,idea-grove,Advertising & Marketing,22,1257,37337,333.7183,1,TX,Idea Grove
1247,Camas,Washington,"Portland, OR",7734678,fuel-medical-group,Health,42,1258,25829,333.4712,2,WA,Fuel Medical Group
1248,Katy,Texas,Houston,59814762,apex-resources,Manufacturing,15,1259,21205,333.3479,4,TX,Apex Resources
1249,Concord,North Carolina,Charlotte,78197281,armstrong-transport-group,Logistics & Transportation,27,1260,37338,332.2036,1,NC,Armstrong Transport Group
1250,York,Pennsylvania,"York-Hanover, PA",130231000,as-services-group,Logistics & Transportation,680,1261,37339,332.1299,1,PA,A&S Services Group
1251,Dallas,Texas,Dallas,13998225,standav,Software,125,1262,25127,332.1119,2,TX,Standav
1252,Hicksville,New York,New York City,2010999,the-geekz,IT Services,200,1263,37340,331.4338,1,NY,The Geekz
1253,Wellesley,Massachusetts,Boston,20067357,instream,Advertising & Marketing,22,1264,25199,330.8075,2,MA,inStream
1254,Philadelphia,Pennsylvania,Philadelphia,14462104,medical-guardian,Health,75,1265,23575,330.7392,3,PA,Medical Guardian
1255,Oakland,California,San Francisco,4479553,back-to-the-roots,Consumer Products & Services,13,1266,25768,330.6567,2,CA,Back to the Roots
1256,New York,New York,New York City,5324883,vector-media-group,Advertising & Marketing,26,1267,23354,329.5594,3,NY,Vector Media Group
1257,Chicago,Illinois,Chicago,6340407,ntp-wireless,Telecommunications,28,1268,23589,329.5232,3,IL,NTP Wireless
1258,Prescott,Arizona,"Prescott, AZ",43658474,dorn-homes,Construction,29,1269,37341,329.4523,1,AZ,Dorn Homes
1259,La Jolla,California,San Diego,5248746,1798-consultants,Health,14,1270,37342,329.3758,1,CA,1798 Consultants
1260,New York,New York,New York City,11667872,lady-m-confections,Food & Beverage,144,1271,37343,329.1879,1,NY,Lady M Confections
1261,Jacksonville,Florida,"Jacksonville, FL",6663590,we-insure,Insurance,32,1272,37344,328.8772,1,FL,We Insure
1262,Rocky Mount,Virginia,"Roanoke, VA",5711723,jewell-machinery,Business Products & Services,12,1273,25303,328.1719,2,VA,Jewell Machinery
1263,Alpharetta,Georgia,Atlanta,2134495,dime-business-services,Business Products & Services,45,1274,25621,327.7631,2,GA,Dime Business Services
1264,Atlanta,Georgia,Atlanta,5124770,passports-and-visascom,Travel & Hospitality,29,1275,37345,327.5316,1,GA,Passports and Visas.com
1265,San Antonio,Texas,"San Antonio, TX",11123023,aventine-hill-partners,Business Products & Services,185,1276,26423,327.3674,2,TX,Aventine Hill Partners
1266,Edison,New Jersey,New York City,15803289,promatrix,Software,120,1277,37346,327.0626,1,NJ,PROMATRIX
1267,New York,New York,New York City,2574674,small-business-expo,Business Products & Services,21,1278,37347,326.5728,1,NY,SMALL BUSINESS EXPO
1268,Westerville,Ohio,"Columbus, OH",10654439,medical-staffing-options,Health,184,1279,23004,325.627,3,OH,Medical Staffing Options
1269,Norristown,Pennsylvania,Philadelphia,23551507,mcdonald-building-company,Construction,17,1280,37348,325.5356,1,PA,McDonald Building Company
1270,Kirkland,Washington,Seattle,9533773,altasource-group,IT Services,54,1281,25571,325.5111,2,WA,AltaSource Group
1271,Birmingham,Alabama,"Birmingham-Hoover, AL",3667836,iron-tribe-fitness,Health,41,1282,26094,325.1661,2,AL,Iron Tribe Fitness
1272,Red Bank,New Jersey,New York City,2082327,spitball,Advertising & Marketing,8,1283,37349,324.477,1,NJ,Spitball
1273,South Jordan,Utah,Salt Lake City,7822158,executech,IT Services,57,1284,23990,323.4309,3,UT,Executech
1274,Englewood,Colorado,"Denver-Aurora, CO",2869047,clicks-and-clients,Advertising & Marketing,11,1285,25183,323.365,2,CO,Clicks and Clients
1275,San Diego,California,San Diego,5570432,wholesale-warranties,Insurance,20,1286,26547,323.1774,2,CA,Wholesale Warranties
1276,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",10467863,7summits,Business Products & Services,64,1287,25194,323.0034,2,WI,7Summits
1277,Denver,Colorado,"Denver-Aurora, CO",2563985,tashmo-ko-co-dba-serendipity-catering,Food & Beverage,42,1288,37350,322.7183,1,CO,Tashmo Ko Co DBA Serendipity Catering
1278,Washington,District of Columbia,"Washington, DC",6494492,valiant-solutions,Government Services,59,1289,37351,322.6655,1,DC,Valiant Solutions
1279,Charlottesville,Virginia,"Charlottesville, VA",8963233,willowtree,Software,72,1290,21308,322.619,4,VA,WillowTree
1280,Alexandria,Virginia,"Washington, DC",11546140,defense-point-security,Government Services,76,1291,26557,322.6111,2,VA,Defense Point Security
1281,Cincinnati,Ohio,Cincinnati,87642268,us-logistics,Logistics & Transportation,16,1292,22915,322.5174,2,OH,US Logistics
1282,Reston,Virginia,"Washington, DC",18181654,videoblocks,Media,38,1293,21140,322.3652,4,VA,VideoBlocks
1283,Pittsburgh,Pennsylvania,"Pittsburgh, PA",3699947,lunametrics,Business Products & Services,21,1294,25870,321.3895,2,PA,LunaMetrics
1284,Atlanta,Georgia,Atlanta,5086786,acsential,Government Services,146,1295,25592,321.0989,2,GA,Acsential
1285,Alexandria,Virginia,"Washington, DC",3797511,nationwide-it-services,IT Services,36,1296,37352,320.5439,1,VA,Nationwide IT Services
1286,Morrisville,North Carolina,"Raleigh-Cary, NC",80335147,clinipace-worldwide,Health,600,1297,17600,320.5018,6,NC,Clinipace Worldwide
1287,Birmingham,Alabama,"Birmingham-Hoover, AL",298120057,american-family-care,Health,1275,1298,24519,320.2424,2,AL,American Family Care
1288,Atlanta,Georgia,Atlanta,10912043,vineyard-capital-partners,Financial Services,10,1299,37353,320.1692,1,GA,Vineyard Capital Partners
