,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
1767,1767,New York,New York,New York City,6577505,vector-media-group,Advertising & Marketing,22,1768,23354,4,210.9908,9,5,NY,Vector Media Group
1769,1769,San Francisco,California,San Francisco,5135905,boca-communcations,Advertising & Marketing,37,1770,37488,2,210.95,4,5,CA,BOCA Communcations
1792,1792,Cambridge,Massachusetts,Boston,96797918,everquote,Advertising & Marketing,147,1793,24877,3,207.726,6,5,MA,EverQuote
1804,1804,Chicago,Illinois,Chicago,58146851,rise-interactive,Advertising & Marketing,198,1805,17579,7,205.9716,17,5,IL,Rise Interactive
1807,1807,New York,New York,New York City,142300000,teads,Advertising & Marketing,450,1808,37299,2,205.66,9,5,NY,Teads
1813,1813,New York,New York,New York City,45088063,madison-logic,Advertising & Marketing,87,1814,23578,4,204.3926,9,5,NY,Madison Logic
1816,1816,Mclean,Virginia,"Washington, DC",5286790,surefire-social,Advertising & Marketing,45,1817,26254,3,204.282,3,5,VA,Surefire Social
1827,1827,Scottsdale,Arizona,Phoenix,7006000,colling-media,Advertising & Marketing,16,1828,37619,2,203.4214,46,5,AZ,Colling Media
1830,1830,Oklahoma City,Oklahoma,"Oklahoma City, OK",2910492,jones-public-relations,Advertising & Marketing,18,1831,37567,2,203.2704,38,5,OK,Jones Public Relations
1838,1838,Fayetteville,Arkansas,"Fayetteville-Springdale-Rogers, AR-MO",4436170,b-unlimited,Advertising & Marketing,60,1839,43800,1,202.4147,235,5,AR,B-Unlimited
1851,1851,Austin,Texas,Austin,3053151,service-direct,Advertising & Marketing,8,1852,43804,1,201.3601,18,5,TX,Service Direct
1857,1857,Downers Grove,Illinois,Chicago,8945232,straight-north,Advertising & Marketing,70,1858,37605,2,200.4144,17,5,IL,Straight North
1869,1869,Nashville,Tennessee,Nashville,10789587,technologyadvice,Advertising & Marketing,59,1870,25138,3,199.1236,82,5,TN,TechnologyAdvice
1894,1894,Topsfield,Massachusetts,Boston,9515941,pure-incubation,Advertising & Marketing,60,1895,25512,3,196.7998,6,5,MA,Pure Incubation
1902,1902,West Bloomfield Town,Michigan,Detroit,3238796,high-level-marketing,Advertising & Marketing,28,1903,43817,1,196.1161,50,5,MI,High Level Marketing
1910,1910,Sanford,Florida,"Orlando, FL",12104293,onsight,Advertising & Marketing,96,1911,25833,3,194.7336,68,5,FL,OnSight
1926,1926,Fort Myers,Florida,"Cape Coral-Fort Myers, FL",6379337,victory-agency,Advertising & Marketing,23,1927,23544,4,193.4889,246,5,FL,Victory Agency
1935,1935,San Diego,California,San Diego,71252048,underground-elephant,Advertising & Marketing,99,1936,23335,4,191.9344,11,5,CA,Underground Elephant
1939,1939,Chicago,Illinois,Chicago,7762604,bfo,Advertising & Marketing,22,1940,21419,5,191.5456,17,5,IL,BFO
1942,1942,Minneapolis,Minnesota,Minneapolis,12818056,fast-horse,Advertising & Marketing,40,1943,37976,2,190.97,13,5,MN,Fast Horse
1944,1944,Reno,Nevada,"Reno, NV",2106221,the-abbi-agency,Advertising & Marketing,24,1945,43831,1,190.9611,1013,5,NV,The Abbi Agency
1957,1957,Burley,Idaho,"Burley, ID",2482438,nifty-marketing,Advertising & Marketing,20,1958,43836,1,189.666,908,5,ID,Nifty Marketing
1962,1962,Citrus Heights,California,"Sacramento, CA",8924631,retail-radio,Advertising & Marketing,19,1963,21365,5,189.3713,1011,5,CA,Retail Radio
1965,1965,Chicago,Illinois,Chicago,76995000,revolution,Advertising & Marketing,75,1966,18702,6,189.0962,17,5,IL,rEvolution
1967,1967,Newberry,Florida,"Gainesville, FL",5270347,frankel-media-group,Advertising & Marketing,24,1968,25339,3,188.5166,199,5,FL,Frankel Media Group
1969,1969,New Hope,Pennsylvania,Philadelphia,3916209,marketeching-solutions,Advertising & Marketing,15,1970,25550,3,188.4758,49,5,PA,Marketeching Solutions
1974,1974,Webster,New York,"Rochester, NY",50300226,mirror-show-management,Advertising & Marketing,75,1975,4018,3,188.3374,71,5,NY,Mirror Show Management
1979,1979,Baltimore,Maryland,Baltimore,3711342,fastspot,Advertising & Marketing,23,1980,43842,1,187.6447,35,5,MD,Fastspot
1980,1980,Irvine,California,Los Angeles,6758932,pixel-motion,Advertising & Marketing,38,1981,43843,1,187.5159,2,5,CA,Pixel Motion
1983,1983,Minneapolis,Minnesota,Minneapolis,9932579,ovative-group,Advertising & Marketing,47,1984,43845,1,187.3293,13,5,MN,Ovative Group
1988,1988,Colts Neck,New Jersey,New York City,2066393,cmds,Advertising & Marketing,10,1989,43847,1,187.1055,9,5,NJ,CMDS
1999,1999,New York,New York,New York City,20226580,team-epiphany,Advertising & Marketing,55,2000,17976,8,186.3662,9,5,NY,Team Epiphany
2021,2021,Berwyn,Pennsylvania,Philadelphia,33470372,quattro,Advertising & Marketing,57,2022,37604,2,184.0946,49,5,PA,Quattro
2027,2027,Palm Desert,California,"Riverside-San Bernardino-Ontario, CA",12901637,cord-media-company,Advertising & Marketing,47,2028,26384,3,183.8182,54,5,CA,Cord Media Company
2036,2036,Rockville Centre,New York,New York City,3400140,moderne-communications,Advertising & Marketing,9,2037,43858,1,183.1204,9,5,NY,Moderne Communications
2044,2044,INDIANAPOLIS,Indiana,"Indianapolis, IN",6719718,element-three,Advertising & Marketing,39,2045,26378,3,182.6595,81,5,IN,Element Three
2061,2061,Glen Allen,Virginia,"Richmond, VA",10902369,taradel,Advertising & Marketing,27,2062,3794,9,180.6866,40,5,VA,Taradel
2083,2083,Phoenix,Arizona,Phoenix,3160688,classiccarscom,Advertising & Marketing,19,2084,37909,2,178.6227,46,5,AZ,ClassicCars.com
2106,2106,Medina,Ohio,Cleveland,6763889,concept-services,Advertising & Marketing,105,2107,43884,1,175.9997,79,5,OH,Concept Services
2129,2129,Minneapolis,Minnesota,Minneapolis,7301533,antenna,Advertising & Marketing,30,2130,26334,3,174.5633,13,5,MN,Antenna
2142,2142,Westlake Village,California,Los Angeles,2214000,sachs-marketing-group,Advertising & Marketing,13,2143,43896,1,172.6601,2,5,CA,Sachs Marketing Group
2151,2151,Baton Rouge,Louisiana,"Baton Rouge, LA",3022975,mesh-|-integrated-marketing-advertising,Advertising & Marketing,18,2152,25658,2,171.5328,139,5,LA,MESH | Integrated Marketing & Advertising
2152,2152,Tarpon Springs,Florida,Tampa,3063566,eddm-experts,Advertising & Marketing,15,2153,43899,1,171.3474,7,5,FL,EDDM Experts
2153,2153,Derwood,Maryland,"Washington, DC",16581158,dealeron,Advertising & Marketing,140,2154,20111,6,171.2822,3,5,MD,DealerOn
2159,2159,Mohnton,Pennsylvania,"Lancaster, PA",14574336,mail-shark,Advertising & Marketing,43,2160,21234,5,170.5921,305,5,PA,Mail Shark
2169,2169,Columbia,Missouri,"Columbia, MO",96520168,true-media,Advertising & Marketing,97,2170,18124,7,169.6597,62,5,MO,True Media
2180,2180,Warrington,Pennsylvania,Philadelphia,5286045,square-2-marketing,Advertising & Marketing,48,2181,37801,2,168.6338,49,5,PA,Square 2 Marketing
2183,2183,San Francisco,California,San Francisco,10994175,highwire-public-relations,Advertising & Marketing,55,2184,23516,4,168.5872,4,5,CA,Highwire Public Relations
2188,2188,New York,New York,New York City,7491107,factory-360,Advertising & Marketing,15,2189,17954,6,167.7525,9,5,NY,Factory 360
2192,2192,Knoxville,Tennessee,"Knoxville, TN",7324691,pyxl,Advertising & Marketing,55,2193,23596,4,167.486,99,5,TN,Pyxl
2200,2200,Minneapolis,Minnesota,Minneapolis,8794984,gokart-labs,Advertising & Marketing,48,2201,37705,2,166.6941,13,5,MN,GoKart Labs
2202,2202,Sioux Falls,South Dakota,"Sioux Falls, SD",4178000,epicosity,Advertising & Marketing,19,2203,37738,2,166.6165,737,5,SD,Epicosity
2206,2206,Philadelphia,Pennsylvania,Philadelphia,6321669,delphic-digital,Advertising & Marketing,54,2207,37558,2,166.0991,49,5,PA,Delphic Digital
2209,2209,Springfield,Ohio,"Springfield, OH",6954490,upward-brand-interactions,Advertising & Marketing,45,2210,26553,3,166.0382,372,5,OH,Upward Brand Interactions
2212,2212,Los Angeles,California,Los Angeles,13992702,sensis,Advertising & Marketing,80,2213,367,8,165.5388,2,5,CA,Sensis
2233,2233,Castle Rock,Colorado,Denver,9880563,data-dynamix,Advertising & Marketing,18,2234,37323,2,163.0774,30,5,CO,Data-Dynamix
2239,2239,Pasadena,California,Los Angeles,141240500,openx,Advertising & Marketing,460,2240,23047,3,162.28799999999998,2,5,CA,OpenX
2261,2261,St. Petersburg,Florida,Tampa,45040581,kobie-marketing,Advertising & Marketing,170,2262,18579,7,160.6142,7,5,FL,Kobie Marketing
2279,2279,Minneapolis,Minnesota,Minneapolis,12492664,sixspeed,Advertising & Marketing,54,2280,43933,1,159.0274,13,5,MN,SixSpeed
2285,2285,Dallas,Texas,Dallas,2522768,idea-grove,Advertising & Marketing,23,2286,37337,2,158.5895,8,5,TX,Idea Grove
2292,2292,Tucson,Arizona,"Tucson, AZ",3139792,automatit,Advertising & Marketing,25,2293,37596,2,158.145,154,5,AZ,Automatit
2326,2326,Boston,Massachusetts,Boston,22879449,verndale,Advertising & Marketing,170,2327,2449,10,155.9525,6,5,MA,Verndale
2337,2337,Fort Lauderdale,Florida,Miami,2368123,rand-marketing,Advertising & Marketing,24,2338,43948,1,155.3075,1,5,FL,Rand Marketing
2387,2387,Redmond,Washington,Seattle,33691761,driveshop,Advertising & Marketing,147,2388,37565,2,151.7036,23,5,WA,DriveShop
2389,2389,Columbia,Missouri,"Jefferson City, MO",13948925,woodruff-sweitzer,Advertising & Marketing,78,2390,43961,1,151.5305,236,5,MO,Woodruff Sweitzer
2397,2397,Chicago,Illinois,Chicago,7395669,walker-sands-communications,Advertising & Marketing,62,2398,23639,4,150.9714,17,5,IL,Walker Sands Communications
2405,2405,Brooklyn Heights,Ohio,Cleveland,5027000,proforma-signature-solutions,Advertising & Marketing,15,2406,24002,7,150.0995,79,5,OH,Proforma Signature Solutions
2417,2417,Scottsdale,Arizona,Phoenix,5603657,leadmd,Advertising & Marketing,31,2418,43966,1,149.1273,46,5,AZ,LeadMD
2426,2426,Austin,Texas,Austin,3857451,localsearchfordentistscom,Advertising & Marketing,25,2427,25008,3,148.2507,18,5,TX,LocalSearchForDentists.com
2436,2436,Chicago,Illinois,Chicago,2033618,blue-magnet-interactive-marketing-media,Advertising & Marketing,30,2437,43971,1,147.2361,17,5,IL,Blue Magnet Interactive Marketing & Media
2456,2456,Boca Raton,Florida,Miami,13191473,citytwist,Advertising & Marketing,130,2457,18025,6,145.5508,1,5,FL,Citytwist
2469,2469,Grayslake,Illinois,Chicago,2582125,agency-promo-group-apg-exhibits,Advertising & Marketing,7,2470,38222,2,144.5801,17,5,IL,Agency Promo Group & APG Exhibits
2487,2487,Victor,New York,"Rochester, NY",71315744,dixon-schwabl,Advertising & Marketing,102,2488,20592,3,143.5102,71,5,NY,Dixon Schwabl
2491,2491,Denver,Colorado,Denver,3089227,jemsu,Advertising & Marketing,25,2492,37306,2,143.2817,30,5,CO,JEMSU
2506,2506,SAN DIEGO,California,San Diego,9055478,dzap-group,Advertising & Marketing,69,2507,26389,3,141.9025,11,5,CA,DZAP Group
2513,2513,Phoenix,Arizona,Phoenix,7921397,owens-harkey-advertising,Advertising & Marketing,36,2514,23228,4,141.5447,46,5,AZ,Owens Harkey Advertising
2516,2516,New Orleans,Louisiana,"New Orleans-Metairie, LA",2478197,fsc-interactive,Advertising & Marketing,26,2517,43996,1,141.3682,1010,5,LA,FSC Interactive
2531,2531,Evanston,Illinois,Chicago,39133021,l2tmedia,Advertising & Marketing,69,2532,21478,5,140.2732,17,5,IL,L2TMedia
2551,2551,Boston,Massachusetts,Boston,2272073,pilot,Advertising & Marketing,19,2553,44009,1,138.7431,6,5,MA,Pilot
2572,2572,West Chicago,Illinois,Chicago,11531348,evo-exhibits,Advertising & Marketing,46,2574,23150,4,137.149,17,5,IL,Evo Exhibits
2582,2582,Des Moines,Iowa,"Des Moines-West Des Moines, IA",9984402,ls2group,Advertising & Marketing,51,2584,44020,1,136.52200000000002,161,5,IA,LS2group
2584,2584,San Antonio,Texas,"San Antonio, TX",8180744,ce-group,Advertising & Marketing,71,2586,2332,2,136.4803,14,5,TX,CE Group
2585,2585,Pearl River,New York,New York City,15121737,reach-marketing,Advertising & Marketing,42,2587,44021,1,136.4059,9,5,NY,Reach Marketing
2593,2593,Boston,Massachusetts,Boston,2859624,lavoie-health-science,Advertising & Marketing,10,2595,20231,3,135.9077,6,5,MA,LaVoie Health Science
2594,2594,cincinnati,Ohio,Cincinnati,17528408,curiosity-advertising,Advertising & Marketing,50,2596,37710,2,135.8505,47,5,OH,Curiosity Advertising
2614,2614,Greensboro,North Carolina,"Greensboro-High Point, NC",12245591,sfw,Advertising & Marketing,50,2616,22134,5,134.8321,287,5,NC,SFW
2616,2616,Framingham,Massachusetts,Boston,6955710,stone-temple-consulting,Advertising & Marketing,50,2618,44028,1,134.7986,6,5,MA,Stone Temple Consulting
2635,2635,Exeter,New Hampshire,Boston,3381267,lauchlan,Advertising & Marketing,22,2637,44034,1,133.5471,6,5,NH,Lauchlan
2637,2637,Overland Park,Kansas,"Kansas City, MO-KS",8554028,avenue-link,Advertising & Marketing,14,2639,26205,3,133.5138,21,5,KS,Avenue Link
2646,2646,Hollywood,Florida,Miami,2436308,womencertified,Advertising & Marketing,18,2648,37260,2,132.997,1,5,FL,WomenCertified
2650,2650,Springville,Utah,"Provo-Orem, UT",7969419,circlepixcom,Advertising & Marketing,90,2651,6098,4,132.8002,48,5,UT,Circlepix.com
2651,2651,Castle Rock,Colorado,Denver,3140262,smarterchaoscom,Advertising & Marketing,13,2652,38183,2,132.7025,30,5,CO,SmarterChaos.com
2652,2652,The Woodlands,Texas,Houston,14398465,bubbleup,Advertising & Marketing,40,2653,21479,5,132.5152,22,5,TX,BubbleUp
2660,2660,Austin,Texas,Austin,2413000,proforma-diversified,Advertising & Marketing,8,2661,25598,3,132.0192,18,5,TX,Proforma Diversified
2674,2674,Boston,Massachusetts,Boston,200569227,dataxu,Advertising & Marketing,308,2675,22894,4,131.1022,6,5,MA,DataXu
2678,2678,Boston,Massachusetts,Boston,2747239,pandemic-labs,Advertising & Marketing,23,2679,44043,1,131.0412,6,5,MA,Pandemic Labs
2687,2687,Philadelphia,Pennsylvania,Philadelphia,12154213,seer-interactive,Advertising & Marketing,105,2688,37706,2,130.5335,49,5,PA,Seer Interactive
2694,2694,Denver,Colorado,Denver,10471736,lrxd,Advertising & Marketing,33,2695,24572,4,130.3635,30,5,CO,LRXD
2712,2712,Elmhurst,Illinois,Chicago,9209205,the-core-organization,Advertising & Marketing,40,2713,44055,1,129.5409,17,5,IL,The CORE Organization
2724,2724,Wellesley,Massachusetts,Boston,4494000,md-connect,Advertising & Marketing,15,2725,23762,4,128.7023,6,5,MA,MD Connect
2727,2727,San Diego,California,San Diego,31268987,internet-marketing,Advertising & Marketing,87,2728,21111,5,128.5191,11,5,CA,Internet Marketing
2734,2734,Chadds Ford,Pennsylvania,Philadelphia,7832482,freerateupdatecom,Advertising & Marketing,27,2735,25636,3,128.1659,49,5,PA,FreeRateUpdate.com
2743,2743,Philadelphia,Pennsylvania,Philadelphia,3638000,bluecadet,Advertising & Marketing,42,2744,44061,1,127.6596,49,5,PA,Bluecadet
2760,2760,Irvine,California,Los Angeles,14221855,restoration-media,Advertising & Marketing,53,2761,18155,6,126.6711,2,5,CA,Restoration Media
2761,2761,Columbus,Ohio,"Columbus, OH",2587848,adept-marketing,Advertising & Marketing,25,2762,37370,2,126.6271,19,5,OH,Adept Marketing
2769,2769,Phoenix,Arizona,Phoenix,2074604,yeager-marketing,Advertising & Marketing,11,2770,44070,1,126.3248,46,5,AZ,Yeager Marketing
2795,2795,Denver,Colorado,Denver,2846599,inflow,Advertising & Marketing,23,2796,37708,2,124.9486,30,5,CO,Inflow
2802,2802,Farmingdale,New York,New York City,78152061,wilen,Advertising & Marketing,66,2803,2872,6,124.6417,9,5,NY,Wilen
2812,2812,Chicago,Illinois,Chicago,5765600,punchkick-interactive,Advertising & Marketing,46,2813,23452,4,123.9068,17,5,IL,Punchkick Interactive
2815,2815,Austin,Texas,Austin,8363053,springbox,Advertising & Marketing,85,2816,44086,1,123.8464,18,5,TX,Springbox
2828,2828,Duluth,Minnesota,"Duluth, MN-WI",9241154,aimclear,Advertising & Marketing,34,2829,21296,5,122.9352,343,5,MN,Aimclear
2829,2829,Saratoga Springs,New York,"Albany-Schenectady-Troy, NY",21268065,fingerpaint,Advertising & Marketing,120,2830,23391,4,122.9382,146,5,NY,Fingerpaint
2850,2850,Fort Wayne,Indiana,"Fort Wayne, IN",9003495,britton-marketing-design-group,Advertising & Marketing,45,2850,37802,2,122.0305,162,5,IN,Britton Marketing & Design Group
2855,2855,Baltimore,Maryland,Baltimore,5601000,idfive,Advertising & Marketing,30,2855,44099,1,121.734,35,5,MD,idfive
2859,2859,El Segundo,California,Los Angeles,9293357,pk4-media,Advertising & Marketing,16,2859,25075,3,121.4877,2,5,CA,PK4 Media
2862,2862,Waltham,Massachusetts,Boston,27494319,zoominfo,Advertising & Marketing,137,2862,5806,4,121.3409,6,5,MA,ZoomInfo
2863,2863,Springfield,Missouri,"Springfield, MO",5007281,classy-llama,Advertising & Marketing,41,2863,23205,4,121.3313,102,5,MO,Classy Llama
2867,2867,San Francisco,California,San Francisco,5896311,six-spoke-media,Advertising & Marketing,7,2867,24990,3,120.9404,4,5,CA,Six Spoke Media
2889,2889,Chicago,Illinois,Chicago,4335342,no-limit-agency,Advertising & Marketing,26,2889,23415,3,119.5052,17,5,IL,No Limit Agency
2916,2916,New York,New York,New York City,2822387,shespeaks,Advertising & Marketing,7,2916,44111,1,117.8222,9,5,NY,SheSpeaks
2924,2924,Plano,Texas,Dallas,5722896,c-level-marketing-and-sales-consulting,Advertising & Marketing,45,2924,44114,1,117.5559,8,5,TX,C-Level Marketing and Sales Consulting
2939,2939,Cincinnati,Ohio,Cincinnati,3095931,repass,Advertising & Marketing,10,2939,38272,2,116.9014,47,5,OH,REPASS
2952,2952,Sewell,New Jersey,Philadelphia,13790675,synergixx,Advertising & Marketing,175,2952,44127,1,116.1018,49,5,NJ,Synergixx
2953,2953,Fairfield,California,"Vallejo-Fairfield, CA",4719227,before-the-movie,Advertising & Marketing,14,2953,24842,3,116.0935,321,5,CA,Before The Movie
2971,2971,Falmouth,Maine,"Portland-South Portland, ME",16178037,tidesmart-global,Advertising & Marketing,58,2971,44132,1,115.2821,1018,5,ME,TideSmart Global
2972,2972,Portland,Oregon,"Portland, OR",5261000,eroi,Advertising & Marketing,42,2972,1864,5,115.2647,10,5,OR,eROI
2974,2974,Minneapolis,Minnesota,Minneapolis,7764368,nina-hale,Advertising & Marketing,55,2974,23916,4,115.0902,13,5,MN,Nina Hale
2982,2982,Farmington Hills,Michigan,Detroit,27641707,eview-360,Advertising & Marketing,39,2982,17888,4,114.8446,50,5,MI,Eview 360
3004,3004,Allentown,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",6014055,liquid-interactive,Advertising & Marketing,47,3004,24295,4,113.9665,93,5,PA,Liquid Interactive
3005,3005,Sioux Falls,South Dakota,"Sioux Falls, SD",4352908,click-rain,Advertising & Marketing,34,3005,23743,4,113.9382,737,5,SD,Click Rain
3035,3035,Houston,Texas,Houston,4558305,forthea-interactive,Advertising & Marketing,29,3035,37566,2,112.6882,22,5,TX,Forthea Interactive
3038,3038,Norwalk,Connecticut,"Bridgeport-Stamford-Norwalk, CT",37002293,inspira-marketing,Advertising & Marketing,358,3038,21004,4,112.5497,58,5,CT,Inspira Marketing
3046,3046,Charleston,South Carolina,"Charleston-North Charleston, SC",2434663,ehouse-studio,Advertising & Marketing,16,3046,38099,2,112.0197,536,5,SC,eHouse Studio
3055,3055,Baltimore,Maryland,Baltimore,22147842,planit,Advertising & Marketing,101,3055,9398,5,111.7314,35,5,MD,Planit
3059,3059,Philadelphia,Pennsylvania,Philadelphia,2725086,trinity-insight,Advertising & Marketing,28,3059,25813,3,111.5582,49,5,PA,Trinity Insight
3067,3067,Saint George,Utah,"St. George, UT",3237701,ydraw,Advertising & Marketing,24,3067,44149,1,110.9221,308,5,UT,Ydraw
3081,3081,Springfield,New Jersey,New York City,3623886,pride-products-distributors,Advertising & Marketing,14,3081,10932,4,110.2299,9,5,NJ,Pride Products Distributors
3088,3088,Corte Madera,California,San Francisco,13363428,mogo-marketing-and-media,Advertising & Marketing,40,3088,37506,2,110.0348,4,5,CA,Mogo Marketing and Media
3103,3103,Emeryville,California,San Francisco,4658366,bhava-communications,Advertising & Marketing,27,3103,26443,3,109.5256,4,5,CA,Bhava Communications
3127,3127,Newport Beach,California,Los Angeles,74931000,lifescript,Advertising & Marketing,123,3127,2672,10,108.3095,2,5,CA,Lifescript
3159,3159,Farwell,Minnesota,,5293830,lakes-area-graphix-and-signworx,Advertising & Marketing,40,3159,37726,2,106.5682,998,5,MN,Lakes Area GraphiX and SignWorX
3183,3183,San Francisco,California,San Francisco,14863448,manifold,Advertising & Marketing,16,3183,44172,1,105.7138,4,5,CA,Manifold
3201,3201,Austin,Texas,Austin,4206299,steel-branding,Advertising & Marketing,14,3201,26502,3,104.7493,18,5,TX,Steel Branding
3217,3217,Binghamton,New York,"Binghamton, NY",14368460,savearound,Advertising & Marketing,104,3217,20099,4,104.072,238,5,NY,SaveAround
3242,3242,New York,New York,New York City,3618144,ready-set-rocket,Advertising & Marketing,20,3242,26365,3,102.9654,9,5,NY,Ready Set Rocket
3255,3255,Westminster,Colorado,Denver,32246758,trueffect,Advertising & Marketing,50,3255,23277,4,102.5291,30,5,CO,Trueffect
3259,3259,Irvine,California,Los Angeles,7400748,rhythm,Advertising & Marketing,46,3259,24162,4,102.4243,2,5,CA,Rhythm
3271,3271,Edwards,Colorado,"Edwards, CO",4100691,ryan-solutions,Advertising & Marketing,19,3271,38098,2,101.9795,201,5,CO,Ryan Solutions
3273,3273,Portland,Oregon,"Portland, OR",5097941,quango,Advertising & Marketing,21,3273,24543,3,101.9563,10,5,OR,Quango
3318,3318,MEDFORD,Oregon,"Medford, OR",2775088,tagquest,Advertising & Marketing,10,3318,37095,2,99.3412,260,5,OR,TagQuest
3322,3322,Owings Mills,Maryland,Baltimore,12866816,strategic-factory,Advertising & Marketing,106,3322,44204,1,99.2773,35,5,MD,Strategic Factory
3324,3324,Tempe,Arizona,Phoenix,18666680,bluemedia,Advertising & Marketing,125,3324,5645,8,99.255,46,5,AZ,bluemedia
3337,3337,Santa Monica,California,Los Angeles,5713565,redbird,Advertising & Marketing,24,3336,44208,1,98.8058,2,5,CA,Redbird
3346,3346,Boston,Massachusetts,Boston,9114017,small-army,Advertising & Marketing,30,3345,44212,1,98.4566,6,5,MA,Small Army
3364,3364,Elkridge,Maryland,Baltimore,2491490,webmechanix,Advertising & Marketing,25,3363,24797,3,97.8147,35,5,MD,WebMechanix
3365,3365,Houston,Texas,Houston,5503103,chief-outsiders,Advertising & Marketing,46,3364,24976,3,97.7499,22,5,TX,Chief Outsiders
3375,3375,Sellersburg,Indiana,"Louisville/Jefferson County, KY-IN",4203602,day-online-solutions,Advertising & Marketing,2,3374,21106,3,97.1784,630,5,IN,Day Online Solutions
3394,3394,Chicago,Illinois,Chicago,2583117,digital-third-coast,Advertising & Marketing,16,3393,44225,1,96.2937,17,5,IL,Digital Third Coast
3423,3423,Wichita,Kansas,"Wichita, KS",2944149,rsa-marketing-services,Advertising & Marketing,21,3422,37636,2,94.8691,104,5,KS,RSA Marketing Services
3430,3430,New York,New York,New York City,23528065,mediabrix,Advertising & Marketing,67,3429,37103,2,94.6872,9,5,NY,MediaBrix
3438,3438,New York,New York,New York City,62236598,b-reel,Advertising & Marketing,170,3437,44239,1,94.2441,9,5,NY,B-Reel
3450,3450,New York,New York,New York City,2119936,phoenix-media-group,Advertising & Marketing,31,3449,44240,1,93.8137,9,5,NY,Phoenix Media Group
3451,3451,Chapel Hill,North Carolina,"Durham-Chapel Hill, NC",7304969,3-birds-marketing,Advertising & Marketing,90,3450,37550,2,93.7926,56,5,NC,3 Birds Marketing
3459,3459,Peachtree City,Georgia,Atlanta,4636711,powersports-marketing,Advertising & Marketing,29,3458,23625,2,93.2226,29,5,GA,Powersports Marketing
3477,3477,Washington,District of Columbia,"Washington, DC",8678182,avalon-consulting-group,Advertising & Marketing,35,3476,44244,1,91.9457,3,5,DC,Avalon Consulting Group
3486,3486,Sterling,Virginia,"Washington, DC",28913741,media-prowler,Advertising & Marketing,83,3485,20859,5,91.4791,3,5,VA,Media Prowler
3487,3487,Escondido,California,San Diego,7880476,dynamicard-plastic-postcards-analytics,Advertising & Marketing,9,3486,24329,4,91.4567,11,5,CA,DynamiCard Plastic Postcards & Analytics
3495,3495,Langhorne,Pennsylvania,Philadelphia,3106000,vincodo,Advertising & Marketing,12,3494,37244,2,90.9035,49,5,PA,Vincodo
3498,3498,Aurora,Illinois,Chicago,36269000,quality-logo-products,Advertising & Marketing,92,3497,4938,6,90.6296,17,5,IL,Quality Logo Products
3511,3511,Atlanta,Georgia,Atlanta,13112278,the-list,Advertising & Marketing,69,3510,1646,4,90.0616,29,5,GA,The List
3518,3518,Hillsborough,New Jersey,New York City,4355082,the-luminations-group,Advertising & Marketing,32,3517,20117,2,89.7543,9,5,NJ,The Luminations Group
3535,3535,Overland Park,Kansas,"Kansas City, MO-KS",9604608,go-local,Advertising & Marketing,39,3534,44256,1,89.3473,21,5,KS,Go Local
3547,3547,Newburyport,Massachusetts,Boston,5200000,creative-community-connections,Advertising & Marketing,14,3546,44259,1,89.0909,6,5,MA,Creative Community Connections
3551,3551,El Segundo,California,Los Angeles,19225615,wpromote,Advertising & Marketing,175,3550,1990,8,89.0326,2,5,CA,Wpromote
3557,3557,Fairfax,Virginia,"Washington, DC",7933986,luav,Advertising & Marketing,10,3556,44263,1,88.7249,3,5,VA,Luav
3562,3562,Chicago,Illinois,Chicago,8240580,50000feet,Advertising & Marketing,45,3561,26427,3,88.5187,17,5,IL,"50,000feet"
3564,3564,Santa Monica,California,Los Angeles,2285901,mirrored-media,Advertising & Marketing,10,3563,44266,1,88.4351,2,5,CA,Mirrored Media
3590,3590,Atlanta,Georgia,Atlanta,8657322,nebo,Advertising & Marketing,74,3589,22017,6,87.3282,29,5,GA,Nebo
3624,3624,Redmond,Washington,Seattle,35980803,maq-software,Advertising & Marketing,500,3623,822,8,86.1249,23,5,WA,MAQ Software
3625,3625,San Diego,California,San Diego,32236256,motive-interactive,Advertising & Marketing,32,3624,17831,4,86.0562,11,5,CA,Motive Interactive
3638,3638,Newport Beach,California,Los Angeles,73589000,ymarketing,Advertising & Marketing,65,3637,19302,6,85.6779,2,5,CA,ymarketing
3644,3644,Portland,Oregon,"Portland, OR",2098431,upsource,Advertising & Marketing,10,3643,44280,1,85.3269,10,5,OR,Upsource
3646,3646,saint louis,Missouri,"St. Louis, MO-IL",8715112,abstrakt-marketing-group,Advertising & Marketing,97,3645,25227,2,85.2201,74,5,MO,Abstrakt Marketing Group
3652,3652,Chicago,Illinois,Chicago,2073248,ae-marketing-group,Advertising & Marketing,4,3651,44282,1,85.1114,17,5,IL,AE Marketing Group
3661,3661,Overland Park,Kansas,"Kansas City, MO-KS",26774039,deg,Advertising & Marketing,175,3660,20136,6,84.9675,21,5,KS,DEG
3666,3666,Irvine,California,Los Angeles,2949636,imarket-solutions,Advertising & Marketing,37,3665,38169,2,84.8149,2,5,CA,iMarket Solutions
3684,3684,Portland,Oregon,"Portland, OR",4136567,drive,Advertising & Marketing,15,3683,44288,1,84.419,10,5,OR,DRIVE
