,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
1915,1915,Birmingham,Alabama,"Birmingham-Hoover, AL",3006722,digital-marketing-services,Advertising & Marketing,20,1923,23685,2,211.9796,140,5,AL,Digital Marketing Services
1925,1925,Minneapolis,Minnesota,Minneapolis,3704000,antenna,Advertising & Marketing,40,1933,26334,1,209.699,13,5,MN,Antenna
1971,1971,Wellesley,Massachusetts,Boston,10757221,instream,Advertising & Marketing,16,1979,25199,1,205.7174,6,5,MA,inStream
1983,1983,Kirkland,Washington,Seattle,34945891,simplicity-consulting,Advertising & Marketing,250,1991,19247,4,204.53400000000002,23,5,WA,Simplicity Consulting
1995,1995,Chicago,Illinois,Chicago,6615000,50000feet,Advertising & Marketing,40,2003,26427,1,203.0234,17,5,IL,"50,000feet"
2001,2001,Chicago,Illinois,Chicago,7251621,envisionit,Advertising & Marketing,45,2009,543,4,202.148,17,5,IL,envisionit
2003,2003,West Chicago,Illinois,Chicago,7079777,evo-exhibits,Advertising & Marketing,26,2011,23150,2,201.6536,17,5,IL,Evo Exhibits
2013,2013,Atlanta,Georgia,Atlanta,6163646,nebo,Advertising & Marketing,50,2021,22017,4,200.2572,29,5,GA,Nebo
2016,2016,Westlake Village,California,Los Angeles,6941170,giant-partners,Advertising & Marketing,40,2024,23959,2,199.8597,2,5,CA,Giant Partners
2017,2017,Springfield,Missouri,"Springfield, MO",2929009,classy-llama,Advertising & Marketing,23,2025,23205,2,199.8564,102,5,MO,Classy Llama
2021,2021,Evanston,Illinois,Chicago,21291000,l2tmedia,Advertising & Marketing,48,2029,21478,3,199.4094,17,5,IL,L2TMedia
2025,2025,Memphis,Tennessee,"Memphis, TN-MS-AR",4423493,mcneal-graphics-group,Advertising & Marketing,22,2033,25863,1,199.1043,105,5,TN,McNeal Graphics Group
2029,2029,Chicago,Illinois,Chicago,3454939,plum-tree-group,Advertising & Marketing,30,2037,26320,1,198.5071,17,5,IL,Plum Tree Group
2051,2051,Portland,Oregon,"Portland, OR",30040883,set,Advertising & Marketing,65,2059,23090,2,195.1251,10,5,OR,SET
2059,2059,Elmhurst,Illinois,Chicago,4007360,five-data,Advertising & Marketing,12,2067,23230,2,194.4177,17,5,IL,Five Data
2085,2085,Portland,Maine,"Portland-South Portland-Biddeford, ME",3461044,kpi-direct,Advertising & Marketing,27,2093,21610,3,190.9974,98,5,ME,KPI Direct
2092,2092,Reno,Nevada,"Reno, NV",3414484,noble-studios,Advertising & Marketing,40,2100,23771,2,190.6765,1013,5,NV,Noble Studios
2105,2105,Atlanta,Georgia,Atlanta,2456640,bluetube,Advertising & Marketing,26,2114,25739,1,189.2554,29,5,GA,Bluetube
2113,2113,New York,New York,New York City,6939060,grok,Advertising & Marketing,19,2122,23181,2,188.1774,9,5,NY,Grok
2124,2124,Austin,Texas,Austin,4112967,sales-engine-international,Advertising & Marketing,28,2133,21794,3,186.8178,18,5,TX,Sales Engine International
2131,2131,Raleigh,North Carolina,"Raleigh, NC",7804200,trimark-digital,Advertising & Marketing,25,2140,19467,4,186.2351,1029,5,NC,TriMark Digital
2140,2140,San Francisco,California,San Francisco,12461189,bleu-marketing-solutions,Advertising & Marketing,30,2149,2369,5,184.7853,4,5,CA,Bleu Marketing Solutions
2141,2141,Oshkosh,Wisconsin,"Oshkosh-Neenah, WI",6641681,dealerfire,Advertising & Marketing,85,2150,26482,1,184.7818,310,5,WI,DealerFire
2142,2142,New York,New York,New York City,9605944,engine-shop,Advertising & Marketing,60,2151,26415,1,184.7599,9,5,NY,Engine Shop
2190,2190,Burleson,Texas,Dallas,16877379,millionaire-network,Advertising & Marketing,3,2199,24895,1,179.4847,8,5,TX,Millionaire Network
2234,2234,Red Bank,New Jersey,New York City,14945354,v12-group,Advertising & Marketing,53,2243,17938,5,174.1114,9,5,NJ,V12 Group
2238,2238,Las Vegas,Nevada,"Las Vegas-Paradise, NV",8488823,best-rate-referrals,Advertising & Marketing,35,2247,17563,5,173.9653,57,5,NV,Best Rate Referrals
2242,2242,Nashville,Tennessee,Nashville,6191361,technologyadvice,Advertising & Marketing,29,2251,25138,1,173.5709,82,5,TN,TechnologyAdvice
2250,2250,Overland Park,Kansas,"Kansas City, MO-KS",18440696,deg,Advertising & Marketing,116,2259,20136,4,173.1146,21,5,KS,DEG
2255,2255,Bellevue,Washington,Seattle,10030000,pointmarc,Advertising & Marketing,72,2264,26514,1,172.9324,23,5,WA,Pointmarc
2259,2259,Chicago,Illinois,Chicago,2674352,punchkick-interactive,Advertising & Marketing,47,2268,23452,2,172.1214,17,5,IL,Punchkick Interactive
2285,2285,Palm Desert,California,"Riverside-San Bernardino-Ontario, CA",7774461,cord-media-company,Advertising & Marketing,28,2294,26384,1,169.9742,54,5,CA,Cord Media Company
2300,2300,Herndon,Virginia,"Washington, DC",41946676,team-velocity-marketing,Advertising & Marketing,120,2309,21805,3,168.69299999999998,3,5,VA,Team Velocity Marketing
2302,2302,New York,New York,New York City,16374118,blue-fountain-media,Advertising & Marketing,190,2311,19554,4,168.4419,9,5,NY,Blue Fountain Media
2315,2315,Denver,Colorado,Denver,2284391,fruition,Advertising & Marketing,32,2324,25152,1,167.0103,30,5,CO,Fruition
2316,2316,Chicago,Illinois,Chicago,4706734,bfo,Advertising & Marketing,22,2325,21419,3,166.975,17,5,IL,BFO
2338,2338,Saratoga,California,San Jose,4226599,stage-4-solutions,Advertising & Marketing,32,2347,21924,3,165.7184,20,5,CA,Stage 4 Solutions
2361,2361,New York,New York,New York City,8114000,launchpad-advertising,Advertising & Marketing,55,2370,21281,3,163.1852,9,5,NY,Launchpad Advertising
2364,2364,Denver,Colorado,Denver,3675887,volume-nine,Advertising & Marketing,30,2373,21664,3,162.9742,30,5,CO,Volume Nine
2370,2370,New York,New York,New York City,30615918,dimassimo-goldstein,Advertising & Marketing,53,2379,26474,1,161.9588,9,5,NY,DiMassimo Goldstein
2392,2392,Seattle,Washington,Seattle,8787826,denny-mountain-media,Advertising & Marketing,75,2402,24179,2,160.4709,23,5,WA,Denny Mountain Media
2395,2395,Minneapolis,Minnesota,Minneapolis,4809425,nina-hale,Advertising & Marketing,32,2405,23916,2,159.9473,13,5,MN,Nina Hale
2420,2420,New York,New York,New York City,13807243,elite-sem,Advertising & Marketing,65,2430,17855,5,157.8856,9,5,NY,Elite SEM
2424,2424,Chicago,Illinois,Chicago,26423000,commonground-marketing,Advertising & Marketing,127,2434,17833,2,157.6597,17,5,IL,Commonground Marketing
2435,2435,Seattle,Washington,Seattle,4064448,point-it,Advertising & Marketing,25,2445,22291,3,156.7189,23,5,WA,Point It!
2438,2438,Miami,Florida,Miami,2408792,spiderboost-interactive-agency,Advertising & Marketing,15,2448,25419,1,156.5383,1,5,FL,SpiderBoost Interactive Agency
2450,2450,Houston,Texas,Houston,2290669,ssd-fair-marketing,Advertising & Marketing,17,2460,24993,1,155.3831,22,5,TX,SSD Fair Marketing
2453,2453,New York,New York,New York City,161863000,yodle,Advertising & Marketing,1117,2463,17274,4,155.221,9,5,NY,Yodle
2470,2470,Glen Allen,Virginia,"Richmond, VA",6795205,taradel,Advertising & Marketing,18,2480,3794,7,153.8672,40,5,VA,Taradel
2475,2475,Webb City,Missouri,"Joplin, MO",6128581,infinity-publishing-group,Advertising & Marketing,22,2485,23465,2,152.96,273,5,MO,Infinity Publishing Group
2484,2484,New Haven,Connecticut,"New Haven-Milford, CT",3881052,response-marketing,Advertising & Marketing,18,2494,22662,3,152.4078,70,5,CT,Response Marketing
2503,2503,Chicago,Illinois,Chicago,2788502,doejo,Advertising & Marketing,24,2513,25268,1,150.5285,17,5,IL,Doejo
2507,2507,Springfield,Ohio,"Springfield, OH",3297226,upward-brand-interactions,Advertising & Marketing,35,2517,26553,1,149.9864,372,5,OH,Upward Brand Interactions
2513,2513,Chicago,Illinois,Chicago,17369224,cdm-media,Advertising & Marketing,75,2523,26346,1,149.7818,17,5,IL,CDM Media
2531,2531,Columbia,Missouri,"Columbia, MO",44787561,true-media,Advertising & Marketing,52,2541,18124,5,148.2519,62,5,MO,True Media
2549,2549,Greensboro,North Carolina,"Greensboro-High Point, NC",6129000,web-decisions,Advertising & Marketing,47,2559,21700,3,147.1371,287,5,NC,Web Decisions
2554,2554,San Diego,California,San Diego,4548293,high-rank-websites,Advertising & Marketing,22,2564,25482,1,146.8153,11,5,CA,High Rank Websites
2562,2562,Great Neck,New York,New York City,4464395,trepoint,Advertising & Marketing,18,2572,23553,2,146.2996,9,5,NY,Trepoint
2574,2574,Minneapolis,Minnesota,Minneapolis,29697952,knock,Advertising & Marketing,53,2584,20039,4,145.3287,13,5,MN,KNOCK
2582,2582,New Orleans,Louisiana,"New Orleans-Metairie, LA",5058000,search-influence,Advertising & Marketing,62,2592,19497,4,144.7025,1010,5,LA,Search Influence
2590,2590,San Francisco,California,San Francisco,22589315,swirl,Advertising & Marketing,137,2600,26308,1,144.4438,4,5,CA,Swirl
2597,2597,Irvine,California,Los Angeles,2321859,interticket-usa,Advertising & Marketing,4,2607,23333,2,144.0068,2,5,CA,Interticket USA
2601,2601,CINCINNATI,Ohio,Cincinnati,10046099,deanhouston,Advertising & Marketing,47,2611,22301,3,143.9516,47,5,OH,DEANHOUSTON
2610,2610,Portland,Oregon,"Portland, OR",2793887,strategic-marketing,Advertising & Marketing,26,2620,23932,2,143.3738,10,5,OR,Strategic Marketing
2623,2623,Westborough,Massachusetts,"Worcester, MA",5634114,wakefly,Advertising & Marketing,35,2633,22407,3,142.7191,113,5,MA,Wakefly
2624,2624,Oldsmar,Florida,Tampa,17762616,spectrio,Advertising & Marketing,95,2634,2493,7,142.6868,7,5,FL,Spectrio
2627,2627,Fairfax,Virginia,"Washington, DC",5770915,leapfrog-solutions,Advertising & Marketing,30,2637,6586,6,142.565,3,5,VA,LeapFrog Solutions
2643,2643,Brooklyn Heights,Ohio,Cleveland,2428000,proforma-signature-solutions,Advertising & Marketing,11,2653,24002,5,141.3519,79,5,OH,Proforma Signature Solutions
2656,2656,Pleasantville,New York,New York City,3565000,primary-wave-media,Advertising & Marketing,19,2666,24027,2,140.7482,9,5,NY,Primary Wave Media
2660,2660,San Diego,California,San Diego,7573792,rescue-|-the-behavior-change-agency,Advertising & Marketing,57,2670,1170,6,140.621,11,5,CA,Rescue | The Behavior Change Agency
2668,2668,Delray Beach,Florida,Miami,11013433,derflan,Advertising & Marketing,69,2678,19524,4,140.33100000000002,1,5,FL,Derflan
2681,2681,Allentown,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",4330921,liquid-interactive,Advertising & Marketing,32,2692,24295,2,139.6464,93,5,PA,Liquid Interactive
2687,2687,Salem,New Hampshire,Boston,5115000,the-hype-agency,Advertising & Marketing,276,2698,25489,1,139.041,6,5,NH,The Hype Agency
2688,2688,Las Vegas,Nevada,"Las Vegas-Paradise, NV",7675000,proforma-gps-global-promotional-sourcing,Advertising & Marketing,8,2699,23966,2,139.0221,57,5,NV,Proforma GPS Global Promotional Sourcing
2695,2695,The Woodlands,Texas,Houston,10387673,bubbleup,Advertising & Marketing,35,2706,21479,3,138.2067,22,5,TX,BubbleUp
2707,2707,Miami,Florida,Miami,9065592,max-borges-agency,Advertising & Marketing,51,2718,1696,6,137.78,1,5,FL,Max Borges Agency
2732,2732,Irvine,California,Los Angeles,5000492,rhythm,Advertising & Marketing,29,2743,24162,2,136.2915,2,5,CA,Rhythm
2737,2737,San Diego,California,San Diego,19104601,motive-interactive,Advertising & Marketing,23,2748,17831,2,135.8119,11,5,CA,Motive Interactive
2780,2780,Blue Bell,Pennsylvania,Philadelphia,5459136,gen3-marketing,Advertising & Marketing,22,2791,24868,1,132.5306,49,5,PA,Gen3 Marketing
2796,2796,Montoursville,Pennsylvania,"Williamsport, PA",4519854,sage-age-strategies,Advertising & Marketing,25,2807,25111,1,131.5586,493,5,PA,Sage Age Strategies
2797,2797,Vernon Hills,Illinois,Chicago,29158172,overture-promotions,Advertising & Marketing,104,2808,26031,1,131.4866,17,5,IL,Overture Promotions
2822,2822,Chicago,Illinois,Chicago,16891210,agencyea,Advertising & Marketing,56,2834,22581,2,130.1022,17,5,IL,agencyEA
2827,2827,Austin,Texas,Austin,2044000,proforma-diversified,Advertising & Marketing,3,2839,25598,1,129.9213,18,5,TX,Proforma Diversified
2835,2835,Excelsior,Minnesota,Minneapolis,2057424,nordicclick-interactive,Advertising & Marketing,13,2847,24881,1,129.2829,13,5,MN,NordicClick Interactive
2843,2843,Boston,Massachusetts,Boston,13035606,verndale,Advertising & Marketing,120,2855,2449,8,128.9503,6,5,MA,Verndale
2866,2866,San Francisco,California,San Francisco,6036230,datasong,Advertising & Marketing,58,2879,23875,2,127.2943,4,5,CA,DataSong
2902,2902,Sandy Hook,Connecticut,"Bridgeport-Stamford-Norwalk, CT",6067202,mediassociates,Advertising & Marketing,20,2915,25069,1,124.6377,58,5,CT,Mediassociates
2905,2905,Columbia,Maryland,Baltimore,10406000,adg-creative,Advertising & Marketing,70,2918,1500,3,124.5576,35,5,MD,ADG Creative
2915,2915,Baltimore,Maryland,Baltimore,2445026,groove-commerce,Advertising & Marketing,30,2928,23924,2,123.652,35,5,MD,Groove Commerce
2944,2944,Oklahoma City,Oklahoma,"Oklahoma City, OK",5519983,saxum,Advertising & Marketing,35,2957,20480,4,122.0481,38,5,OK,Saxum
2963,2963,Charlotte,North Carolina,Charlotte,7733037,red-moon-marketing,Advertising & Marketing,25,2976,3043,4,120.6576,43,5,NC,Red Moon Marketing
2978,2978,Boston,Massachusetts,Boston,7182533,ramp,Advertising & Marketing,62,2991,19290,2,119.7875,6,5,MA,RAMP
2985,2985,Pittsburgh,Pennsylvania,"Pittsburgh, PA",3067705,z-brand-group,Advertising & Marketing,15,2998,23642,2,119.291,52,5,PA,Z Brand Group
2991,2991,New York,New York,New York City,111440000,cpxi,Advertising & Marketing,145,3004,152,4,118.8316,9,5,NY,CPXi
2993,2993,Miami,Florida,Miami,11913237,republica,Advertising & Marketing,76,3006,20177,4,118.7218,1,5,FL,Republica
2995,2995,Philadelphia,Pennsylvania,Philadelphia,2123342,trinity-insight,Advertising & Marketing,19,3008,25813,1,118.6744,49,5,PA,Trinity Insight
3009,3009,Cornelius,North Carolina,Charlotte,3251818,hms-worldwide,Advertising & Marketing,23,3022,25219,1,118.1544,43,5,NC,HMS Worldwide
3016,3016,Beverly Hills,California,Los Angeles,12239029,YURZ,Advertising & Marketing,174,3029,21762,3,117.7373,2,5,CA,YURZ
3039,3039,Orlando,Florida,"Orlando, FL",4050402,dd-unlimited,Advertising & Marketing,6,3052,25987,1,116.4663,68,5,FL,D&D Unlimited
3040,3040,Atlanta,Georgia,Atlanta,3321330,brightwave,Advertising & Marketing,25,3053,21702,3,116.43799999999999,29,5,GA,BrightWave
3041,3041,Newark,California,San Francisco,33026032,lead5-media,Advertising & Marketing,33,3054,22930,2,116.4231,4,5,CA,Lead5 Media
3047,3047,New York,New York,New York City,2113987,eye5-mktg-talent,Advertising & Marketing,5,3060,25888,1,116.3156,9,5,NY,Eye5 Mktg & Talent
3048,3048,New York,New York,New York City,5013766,digennaro-communications,Advertising & Marketing,29,3061,22151,4,116.3071,9,5,NY,DiGennaro Communications
3049,3049,Seattle,Washington,Seattle,5494000,portent,Advertising & Marketing,48,3062,24266,2,116.2141,23,5,WA,Portent
3077,3077,Newton,Massachusetts,Boston,6377144,influence-central,Advertising & Marketing,37,3090,19762,4,114.8354,6,5,MA,Influence Central
3089,3089,New York,New York,New York City,11064000,team-epiphany,Advertising & Marketing,38,3102,17976,6,114.0453,9,5,NY,Team Epiphany
3096,3096,Austin,Texas,Austin,11315000,adlucent,Advertising & Marketing,67,3109,73,4,113.6922,18,5,TX,Adlucent
3115,3115,Norwalk,Connecticut,"Bridgeport-Stamford-Norwalk, CT",15717549,inspira-marketing,Advertising & Marketing,79,3128,21004,3,112.7933,58,5,CT,Inspira Marketing
3126,3126,New Orleans,Louisiana,"New Orleans-Metairie-Kenner, LA",8235618,zehnder-communications,Advertising & Marketing,93,3139,25556,1,112.3222,33,5,LA,Zehnder Communications
3132,3132,Baltimore,Maryland,Baltimore,11500145,planit,Advertising & Marketing,64,3145,9398,3,112.1355,35,5,MD,Planit
3140,3140,Alpharetta,Georgia,Atlanta,7363645,dodge-communications,Advertising & Marketing,51,3153,1759,6,111.2918,29,5,GA,Dodge Communications
3146,3146,Chicago,Illinois,Chicago,21484000,tris3ct,Advertising & Marketing,140,3159,17473,4,111.0827,17,5,IL,TRIS3CT
3167,3167,Phoenix,Arizona,Phoenix,4009831,gate6,Advertising & Marketing,82,3180,26134,1,109.9961,46,5,AZ,Gate6
3173,3173,Southfield,Michigan,Detroit,18227645,prizelogic,Advertising & Marketing,115,3186,21288,3,109.7511,50,5,MI,prizelogic
3177,3177,Phoenix,Arizona,Phoenix,3664593,vertical-measures,Advertising & Marketing,38,3190,24965,1,109.5894,46,5,AZ,Vertical Measures
3183,3183,Carlsbad,California,San Diego,18069418,san-diego-sign-company,Advertising & Marketing,102,3196,21928,3,109.1399,11,5,CA,San Diego Sign Company
3207,3207,Atlanta,Georgia,Atlanta,23745823,force-marketing,Advertising & Marketing,64,3220,1030,6,107.7914,29,5,GA,Force Marketing
3229,3229,San Francisco,California,Los Angeles,16610595,attack,Advertising & Marketing,44,3242,1515,7,106.6793,2,5,CA,Attack!
3232,3232,San Francisco,California,San Francisco,17823217,dwa-media,Advertising & Marketing,170,3245,25312,1,106.5823,4,5,CA,DWA Media
3242,3242,Gaithersburg,Maryland,"Washington, DC",6873374,aquarius-sports-and-entertainment,Advertising & Marketing,11,3255,23643,2,106.0512,3,5,MD,Aquarius Sports and Entertainment
3254,3254,Indianapolis,Indiana,"Indianapolis, IN",3120865,willow-marketing-management,Advertising & Marketing,22,3267,2644,2,105.1992,81,5,IN,Willow Marketing Management
3269,3269,Boca Raton,Florida,Miami,7747680,citytwist,Advertising & Marketing,70,3282,18025,4,103.9693,1,5,FL,Citytwist
3273,3273,Wellesley,Massachusetts,Boston,3302104,md-connect,Advertising & Marketing,14,3286,23762,2,103.7641,6,5,MA,MD Connect
3283,3283,Le Claire,Iowa,"Davenport-Moline-Rock Island, IA-IL",3026554,mindfire-communications,Advertising & Marketing,15,3296,24124,2,102.9075,37,5,IA,MindFire Communications
3288,3288,Hingham,Massachusetts,Boston,7416321,karis-marketing-group,Advertising & Marketing,20,3301,24890,1,102.6969,6,5,MA,Karis Marketing Group
3295,3295,Newport Beach,California,Los Angeles,45991700,ymarketing,Advertising & Marketing,45,3308,19302,4,102.3134,2,5,CA,ymarketing
3312,3312,Venice,California,Los Angeles,14855248,zambezi,Advertising & Marketing,66,3325,19597,4,101.4397,2,5,CA,Zambezi
3315,3315,Farmington Hills,Michigan,Detroit,14813697,duffey-petrosky,Advertising & Marketing,113,3328,4114,6,101.34100000000001,50,5,MI,Duffey Petrosky
3319,3319,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",7316136,core-creative,Advertising & Marketing,40,3332,24145,2,101.1457,27,5,WI,Core Creative
3324,3324,Raleigh,North Carolina,"Raleigh-Cary, NC",3810922,brooks-bell,Advertising & Marketing,30,3337,22355,2,100.8385,36,5,NC,Brooks Bell
3419,3419,St. Louis,Missouri,"St. Louis, MO-IL",12249216,paradowski,Advertising & Marketing,32,3434,25401,1,97.0407,74,5,MO,Paradowski
3451,3451,San Francisco,California,San Francisco,89099333,w2o-group,Advertising & Marketing,397,3466,1511,6,95.7522,4,5,CA,W2O Group
3457,3457,Norcross,Georgia,Atlanta,24480506,pinnacle-promotions,Advertising & Marketing,88,3472,26207,1,95.3487,29,5,GA,Pinnacle Promotions
3459,3459,Tulsa,Oklahoma,"Tulsa, OK",6814259,acrobatant,Advertising & Marketing,30,3474,25351,1,95.2066,841,5,OK,AcrobatAnt
3481,3481,Denver,Colorado,Denver,33877133,location3-media,Advertising & Marketing,80,3496,1415,8,94.4878,30,5,CO,Location3 Media
3488,3488,Farmingdale,New York,New York City,50104000,wilen,Advertising & Marketing,65,3503,2872,4,94.2372,9,5,NY,Wilen
3502,3502,San Francisco,California,San Francisco,11341307,launchsquad,Advertising & Marketing,96,3517,1186,7,93.5471,4,5,CA,LaunchSquad
3504,3504,Beverly,Massachusetts,Boston,10891277,blue-vase-marketing,Advertising & Marketing,121,3519,23732,2,93.4851,6,5,MA,Blue Vase Marketing
3514,3514,Denver,Colorado,Denver,2240000,akavit,Advertising & Marketing,21,3529,24824,1,93.1034,30,5,CO,Akavit
3542,3542,Cleveland,Ohio,Cleveland,3220974,thunder-tech,Advertising & Marketing,38,3557,24092,2,91.9417,79,5,OH,Thunder Tech
3544,3544,Fort Worth,Texas,Dallas,4656510,the-starr-conspiracy,Advertising & Marketing,35,3559,23931,2,91.7148,8,5,TX,The Starr Conspiracy
3564,3564,Chicago,Illinois,Chicago,74013518,vsa-partners,Advertising & Marketing,299,3579,25971,1,91.0158,17,5,IL,VSA Partners
3592,3592,Baton Rouge,Louisiana,"Baton Rouge, LA",2052562,mesh-|-integrated-marketing-advertising,Advertising & Marketing,11,3607,25658,1,89.9588,139,5,LA,MESH | Integrated Marketing & Advertising
3605,3605,Pittsburgh,Pennsylvania,"Pittsburgh, PA",13944315,hds,Advertising & Marketing,28,3620,24196,2,89.1477,52,5,PA,HDS
3613,3613,Los Angeles,California,Los Angeles,4250000,rebel-industries,Advertising & Marketing,13,3628,24801,1,88.8889,2,5,CA,Rebel Industries
3615,3615,Cape Coral,Florida,"Cape Coral-Fort Myers, FL",2438098,wave-direct,Advertising & Marketing,4,3630,18659,2,88.8311,246,5,FL,Wave Direct
3627,3627,New York,New York,New York City,39283299,c2c-outdoor,Advertising & Marketing,10,3642,21887,4,88.4266,9,5,NY,C2C Outdoor
3632,3632,Orlando,Florida,"Orlando, FL",13416996,akt-enterprises,Advertising & Marketing,130,3647,17617,4,88.2856,68,5,FL,AKT Enterprises
3678,3678,Denver,Colorado,Denver,18694000,diablo-media,Advertising & Marketing,23,3694,21459,3,86.3623,30,5,CO,Diablo Media
3694,3694,SAN DIEGO,California,San Diego,4155000,dzap-group,Advertising & Marketing,35,3710,26389,1,85.7398,11,5,CA,DZAP Group
3698,3698,Southern Pines,North Carolina,"Southern Pines-Pinehurst, NC",4962910,buycalls,Advertising & Marketing,10,3714,23329,2,85.5939,152,5,NC,buyCalls
3734,3734,Hollywood,Florida,Miami,2288000,fish-consulting,Advertising & Marketing,14,3750,25211,1,84.219,1,5,FL,Fish Consulting
3736,3736,Plano,Texas,Dallas,5401024,vlg,Advertising & Marketing,31,3752,20611,4,83.9979,8,5,TX,VLG
3745,3745,Valley View,Ohio,Cleveland,16289000,fathom-valley-view-oh,Advertising & Marketing,145,3761,21992,5,83.6001,79,5,OH,"Fathom (Valley View, OH)"
3757,3757,New York,New York,New York City,12581095,resolute-digital,Advertising & Marketing,46,3773,5293,2,83.1556,9,5,NY,Resolute Digital
3762,3762,Sterling,Virginia,"Washington, DC",23137924,media-prowler,Advertising & Marketing,54,3778,20859,3,82.971,3,5,VA,Media Prowler
3774,3774,Seattle,Washington,Seattle,16061698,206,Advertising & Marketing,41,3790,19858,4,82.425,23,5,WA,206
3793,3793,Newport Beach,California,Los Angeles,39535000,lifescript,Advertising & Marketing,73,3809,2672,8,81.9039,2,5,CA,Lifescript
3797,3797,Newtown,Pennsylvania,Philadelphia,11895750,optimal-strategix-group,Advertising & Marketing,66,3813,17551,5,81.6714,49,5,PA,Optimal Strategix Group
3800,3800,Chicago,Illinois,Chicago,6119040,exact-data,Advertising & Marketing,39,3816,20265,4,81.6185,17,5,IL,Exact Data
3822,3822,Malvern,Pennsylvania,Philadelphia,30105541,stream-companies,Advertising & Marketing,92,3838,1158,8,80.7972,49,5,PA,Stream Companies
3835,3835,Franklin,Tennessee,Nashville,2254440,blink-marketing,Advertising & Marketing,5,3851,26095,1,80.1631,82,5,TN,Blink Marketing
3857,3857,Newberry,Florida,"Gainesville, FL",2051482,frankel-media-group,Advertising & Marketing,14,3873,25339,1,79.4501,199,5,FL,Frankel Media Group
3859,3859,Houston,Texas,Houston,17911779,topspot-internet-marketing,Advertising & Marketing,61,3875,1163,5,79.4154,22,5,TX,TopSpot Internet Marketing
3875,3875,Cerritos,California,Los Angeles,8900015,ace-exhibits,Advertising & Marketing,18,3891,20147,4,79.1254,2,5,CA,Ace Exhibits
3884,3884,Fargo,North Dakota,"Fargo, ND-MN",10905632,sundog,Advertising & Marketing,100,3900,22499,3,78.672,118,5,ND,Sundog
3888,3888,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",2426000,worthwhile,Advertising & Marketing,23,3904,24235,2,78.5136,107,5,SC,Worthwhile
3893,3893,San Francisco,California,San Francisco,109554429,prophet,Advertising & Marketing,300,3909,24098,2,78.2376,4,5,CA,Prophet
3903,3903,Mendota Heights,Minnesota,Minneapolis,26278000,inboxdollars,Advertising & Marketing,35,3919,22765,6,77.7467,13,5,MN,InboxDollars
3925,3925,Grand Rapids,Michigan,"Grand Rapids-Wyoming, MI",2406591,mindscape-at-hanon-mckendry,Advertising & Marketing,26,3942,21995,3,76.8253,219,5,MI,Mindscape at Hanon McKendry
3933,3933,Los Angeles,California,Los Angeles,3960041,public-identity,Advertising & Marketing,10,3950,8816,3,76.6733,2,5,CA,Public Identity
3977,3977,Knoxville,Tennessee,"Knoxville, TN",2512033,designsensory,Advertising & Marketing,30,3994,24395,2,74.9496,99,5,TN,DesignSensory
3980,3980,Pasadena,California,Los Angeles,22775000,ratespecial-interactive,Advertising & Marketing,39,3997,20981,3,74.8829,2,5,CA,RateSpecial Interactive
3997,3997,Beaverton,Oregon,"Portland, OR",26525507,opus-events-agency,Advertising & Marketing,89,4014,24232,2,74.343,10,5,OR,Opus Events Agency
4011,4011,Wayne,Nebraska,"Sioux City, IA-NE-SD",9154964,beck-ag,Advertising & Marketing,24,4028,6827,5,73.8918,709,5,NE,Beck Ag
4014,4014,San Diego,California,San Diego,7642000,piston,Advertising & Marketing,55,4031,25104,1,73.8399,11,5,CA,Piston
4027,4027,Sanford,Florida,"Orlando, FL",5924467,onsight,Advertising & Marketing,53,4044,25833,1,73.3574,68,5,FL,OnSight
4045,4045,Culver City,California,Los Angeles,70291234,walton-isaacson,Advertising & Marketing,107,4062,26498,1,72.8769,2,5,CA,Walton Isaacson
4066,4066,New York,New York,New York City,17396497,prosek-partners,Advertising & Marketing,72,4084,2717,6,72.0689,9,5,NY,Prosek Partners
4068,4068,Richmond,Virginia,"Richmond, VA",25390255,barber-martin-agency,Advertising & Marketing,32,4086,12897,6,71.9513,40,5,VA,Barber Martin Agency
4079,4079,Clinton,New Jersey,New York City,3133270,mint-advertising,Advertising & Marketing,14,4097,25389,1,71.4727,9,5,NJ,Mint Advertising
4124,4124,Los Angeles,California,Los Angeles,6843187,dial800,Advertising & Marketing,27,4142,20419,4,70.0468,2,5,CA,Dial800
4136,4136,Santa Clara,California,San Jose,17423173,milestone-internet-marketing,Advertising & Marketing,89,4155,26177,1,69.5412,20,5,CA,Milestone Internet Marketing
4164,4164,New York,New York,New York City,36083000,leaddog-marketing-group,Advertising & Marketing,127,4185,18528,5,68.5728,9,5,NY,LeadDog Marketing Group
4195,4195,New York,New York,New York City,11727750,rain,Advertising & Marketing,78,4216,21962,3,67.6606,9,5,NY,Rain
4199,4199,Anchorage,Alaska,"Anchorage, AK",12316709,spawn-ideas,Advertising & Marketing,38,4220,26261,1,67.5724,251,5,AK,Spawn Ideas
4203,4203,Denver,Colorado,Denver,5023673,lrxd,Advertising & Marketing,30,4224,24572,2,67.3301,30,5,CO,LRXD
