AGENCY-COMPANY,HEADQUARTERS,2010-REVENUE,% CHG
Heinrich Marketing,Denver,"9,618",NA
McGarrah/Jessee,"Austin, Texas","9,610",11.9
DGWB Advertising & Communications,"Santa Ana, Calif.","9,600",14.3
Iris [Iris Worldwide],New York,"9,600",28
Fathom Online Marketing,"Valley View, Ohio","9,575",16.4
Trozzolo Communications Group,"Kansas City, Mo.","9,554",8.2
Neiman Group,"Harrisburg, Pa.","9,507",19.5
"Howard, Merrell & Partners*","Raleigh, N.C.","9,455",2.8
Wing* [WPP (Grey)],New York,"9,430",15
Kaplow Communications*,New York,"9,400",-1.1
Gardner Nelson & Partners,New York,"9,300",9.4
Roberts & Langer DDB* [Omnicom (DDB)],New York,"9,300",17.7
Tombras Group*,"Knoxville, Tenn.","9,300",-1.6
Bodden Partners,New York,"9,284",-46
R2integrated,Baltimore,"9,167",15.4
Catalyst,"Rochester, N.Y.","9,162",-3.6
CDR Fundraising Group,"Bowie, Md.","9,079",-4.7
LeadDog Marketing Group,New York,"9,052",31.6
Translation Consulting & Brand Imaging* [Interpublic],New York,"9,000",30
Phelps Group,"Santa Monica, Calif.","8,983",9.3
LM&O Advertising,"Arlington, Va.","8,976",-2.9
Premium Surge Promotions [RiverNorth Group (KB Holdings)],Chicago,"8,960",163.5
Mendelsohn Zien Advertising* [Hakuhodo DY Holdings],Los Angeles,"8,935",-13.3
La Comunidad,Miami,"8,900",8.5
RPM Connect [D.L. Ryan Cos. (Ryan Partnership)],Minneapolis,"8,823",10.7
Marlin Network,"Springfield, Mo.","8,809",19.2
206 Inc.,Seattle,"8,805",70.6
Borshoff,Indianapolis,"8,794",23.2
Blitz,"Waltham, Mass.","8,726",11.1
Strategic America,"West Des Moines, Iowa","8,696",2.4
Ames Scullin O'Haire,Atlanta,"8,580",4
Allied Media Corp.,"Alexandria, Va.","8,500",16.5
MicroMass Communications,"Cary, N.C.","8,500",-15
SMZ,"Troy, Mich.","8,500",-3.5
Fuse,St. Louis,"8,365",-1.5
Davies*,"Santa Barbara, Calif.","8,360",19
Fry Hammond Barr*,"Orlando, Fla.","8,350",1.8
Proof Advertising,"Austin, Texas","8,236",15.3
Hal Lewis Group*,Philadelphia,"8,215",9.5
Nicholson Kovac,"Kansas City, Mo.","8,205",-32.5
Big Spaceship,"Brooklyn, N.Y.","8,200",13.9
Garrigan Lyman Group*,Seattle,"8,200",18.8
BeCore Promotions,Los Angeles,"8,150",63
Carton Donofrio Partners,Baltimore,"8,109",1.7
GS&F,"Nashville, Tenn.","8,100",-1.8
Redscout* [MDC Partners],New York,"8,100",0
Source Communications,"Hackensack, N.J.","8,079",15.7
Castells & Asociados,Los Angeles,"8,068",17.1
Pedone & Partners,New York,"8,000",14.3
Tinsley Advertising & Marketing*,Miami,"7,983",-6.4
Interlex Communications,San Antonio,"7,950",NA
Chandelier Creative,New York,"7,900",31.7
Yaffe Group*,"Southfield, Mich.","7,900",12.9
Black Twig Communications,St. Louis,"7,860",13.9
Footsteps* [Omnicom],New York,"7,800",0
FullSix [FullSix Group],Paris,"7,785",10
Fullhouse,Milwaukee,"7,760",-26.8
Vladimir Jones,"Colorado Springs, Colo.","7,756",2.9
Radarworks,Seattle,"7,700",-12.5
San Jose Group,Chicago,"7,609",0.5
Charleston/Orwig,"Hartland, Wis.","7,595",30.7
Crosby Marketing Communications,"Annapolis, Md.","7,543",-12.7
E.B. Lane,Phoenix,"7,500",15.4
Gary Group,"Santa Monica, Calif.","7,500",0
Horn Group,San Francisco,"7,500",23
Kelliher Samets Volk,"Burlington, Vt.","7,500",-6.3
Donat/Wald & Haque*,"Santa Monica, Calif.","7,470",NA
Doe-Anderson,"Louisville, Ky.","7,398",-16.7
Acquirgy*,"St. Petersburg, Fla.","7,362",-1.8
Siltanen & Partners Advertising*,"El Segundo, Calif.","7,350",0
Liggett-Stashower*,Cleveland,"7,285",-16.1
Vox Collective,New York,"7,251",18.9
Martino Flynn*,"Pittsford, N.Y.","7,208",NA
Nelson Schmidt,Milwaukee,"7,200",18
SicolaMartin* [WPP (Y&R)],"Austin, Texas","7,200",0.1
Titan Agency,Atlanta,"7,200",-7
ISM,Boston,"7,150",-13.3
Simantel Group*,"Peoria, Ill.","7,130",17.6
Gotham Direct,New York,"7,103",20.1
LatinSphere,"Long Beach, Calif.","7,100",10.9
Response Mine Interactive,Atlanta,"7,100",9.7
Vizergy,"Jacksonville, Fla.","7,091",16.9
Amalgamated*,New York,"7,020",NA
Moses Anshell,Phoenix,"7,000",-6.7
Pavone,"Harrisburg, Pa.","7,000",12.9
Signal to Noise* [Omnicom (TBWA)],San Francisco,"7,000",NA
Tocquigny,"Austin, Texas","7,000",6.1
Alinean,"Orlando, Fla.","6,982",15.9
Weston/Mason,"Santa Monica, Calif.","6,975",-9.1
O'Leary & Partners,"Newport Beach, Calif.","6,900",0
RDA International,New York,"6,866",-9.5
NYCA,"Solana Beach, Calif.","6,866",2.8
Luquire George Andrews,"Charlotte, N.C.","6,859",25.4
Milici Valenti Ng Pack,Honolulu,"6,767",3.6
Lambesis,"Carlsbad, Calif.","6,757",0.5
White Horse*,"Portland, Ore.","6,750",-11.8
Noise [Engine Group],New York,"6,700",NA
Gelia,"Williamsville, N.Y.","6,692",24.9
D Exposito & Partners,New York,"6,670",16
Camelot Communications*,Dallas,"6,665",NA
Nurun* [Quebecor Media],Montreal,"6,661",26.1
Chernoff Newman,"Columbia, S.C.","6,609",1.2
LSF Network,San Francisco,"6,561",96.3
Babcock & Jenkins,"Portland, Ore.","6,552",-9.7
Slack and Company,Chicago,"6,531",45.5
TaCito Direct Marketing,Dallas,"6,500",18.2
Two West,"Kansas City, Mo.","6,495",-3
Media Horizons,"Norwalk, Conn.","6,470",7.5
Korey Kay & Partners,New York,"6,410",12.5
Agency Q,Washington,"6,403",-13.4
Lopito Ileana & Howie,"Guaynabo, Puerto Rico","6,402",17.8
Bayshore Solutions,"Tampa, Fla.","6,400",4.9
Mono* [MDC Partners],Minneapolis,"6,400",33.3
Profero,New York,"6,300",53.7
Hiebing Group,"Madison, Wis.","6,254",11.3
HMH,"Portland, Ore.","6,232",14.2
Digital Pulp,New York,"6,200",10.7
Topin & Associates,Chicago,"6,150",5.1
Threespot,Washington,"6,125",27.6
Stone Ward,"Little Rock, Ark.","6,114",4.6
BoomBox,New York,"6,100",125.9
Sundog,"Fargo, N.D.","6,100",18.4
GodwinGroup,"Jackson, Miss.","6,053",12.6
Gold n Fish Marketing Group,"Armonk, N.Y.","6,000",71.4
Kemp Goldberg Partners,"Portland, Maine","6,000",17.6
Republica,Miami,"6,000",33.3
Sourcebits,"Decatur, Ga.","6,000",114.3
Red Urban* [Omnicom],London,"5,929",7.4
Butler Till Media Services,"Rochester, N.Y.","5,894",8.8
Keiler,"Farmington, Conn.","5,877",15.9
Preston Kelly,Minneapolis,"5,862",8.3
HealthStar PR [HealthStar Communications],New York,"5,843",15.3
Knock*,Minneapolis,"5,813",NA
TDA Boulder,"Boulder, Colo.","5,800",52.6
Media Logic,"Albany, N.Y.","5,782",-33.5
KraftWorks NYC,New York,"5,775",-8.3
Johannes Leonardo* [WPP (WPP Digital)],New York,"5,760",6.7
Revolucion,New York,"5,750",5.5
White & Partners,"Herndon, Va.","5,707",4
JA Integrated Thinking,"Brentwood, Tenn.","5,704",-0.6
Travers Collins & Co.,"Buffalo, N.Y.","5,633",41.3
Mortar,San Francisco,"5,627",7.9
GreenRubino,Seattle,"5,553",-6.2
RJDale Advertising & Public Relations*,Chicago,"5,531",0
NFusion Group,"Austin, Texas","5,528",-9.1
Red F,"Charlotte, N.C.","5,520",1
Amazon Advertising* [Publicis],San Francisco,"5,500",27.9
HCB Health,"Austin, Texas","5,500",37.5
Yamamoto Moss Mackenzie* [MDC Partners],Minneapolis,"5,500",10
LeapFrog Interactive,"Louisville, Ky.","5,485",-45.3
Associated Integrated Marketing,"Wichita, Kan.","5,477",-12.7
Baker Street Advertising*,San Francisco,"5,425",10.7
Omelet*,Los Angeles,"5,400",3.4
S2 Financial Marketing,Chicago,"5,400",-8.5
Hart Associates,"Maumee, Ohio","5,389",0.2
Elite SEM,New York,"5,300",112
Suite Partners,Chicago,"5,300",307.7
Winner & Associates* [Publicis (MSL Group)],Los Angeles,"5,300",0
EGC Group,"Melville, N.Y.","5,250",2.9
Applicable Media,New York,"5,200",NA
Red Bricks Media,San Francisco,"5,200",-13.7
Catalyst Public Relations,New York,"5,135",12.3
Canyon Communications,"Mesa, Ariz.","5,125",11.4
Weintraub Advertising,St. Louis,"5,100",2
ES Advertising,Los Angeles,"5,087",62
Mediasmith,San Francisco,"5,001",13.1
AlPunto Advertising*,"Tustin, Calif.","5,000",-16.7
Being* [Omnicom (TBWA)],New York,"5,000",NA
Boomerang Pharmaceutical Communications,"Montville, N.J.","5,000",NA
Brooklyn Brothers,New York,"5,000",22
Magnani Continuum Marketing,Chicago,"5,000",1
Meyocks Group*,"West Des Moines, Iowa","5,000",-4.8
Sullivan Perkins*,Dallas,"5,000",3.1
Traction,San Francisco,"5,000",0
Terralever,"Tempe, Ariz.","4,995",49.8
Garrand,"Portland, Maine","4,994",42.9
ADK America [Asatsu-DK],New York,"4,988",21.3
Rabinovici & Associates,"North Miami Beach, Fla.","4,986",25.9
Location3 Media,Denver,"4,977",31
M/C/C,Dallas,"4,970",-1.3
Brighton Agency,St. Louis,"4,953",17.7
Aaaza,Los Angeles,"4,950",1.9
TargetCom* [MDC Partners],Chicago,"4,950",53.5
Bandy Carroll Hellige Advertising,"Louisville, Ky.","4,945",7.7
Tenthwave Digital,"Melville, N.Y.","4,941",60.4
1stMovement,"Pasadena, Calif.","4,915",104.8
Red Door Interactive,San Diego,"4,910",16.3
Dae Advertising,San Francisco,"4,889",55.7
Hello Design* [MDC Partners],"Culver City, Calif.","4,887",11.7
PriceWeber Marketing Communications,"Louisville, Ky.","4,827",-21.2
Sanna Mattson MacLeod,"Smithtown, N.Y.","4,812",30.6
EMG,"Valencia, Calif.","4,800",20.5
Relevent* [MDC Partners],New York,"4,800",NA
Seiter & Miller,New York,"4,800",-7.7
ESW Partners,Chicago,"4,786",-5.6
R/P Marketing Public Relations,"Holland, Ohio","4,750",22.1
Barker/DZP,New York,"4,706",11.3
Miller Brooks,"Zionsville, Ind.","4,705",29.8
Siboney USA* [Interpublic],"Coral Gables, Fla.","4,700",0
Cashman & Katz Integrated Communications,"Glastonbury, Conn.","4,685",22
Red Square Agency,"Mobile, Ala.","4,682",15.4
Mirrorball,New York,"4,600",2.4
Trigger,Los Angeles,"4,600",29.6
Nexus Direct,"Virginia Beach, Va.","4,575",NA
Marca Hispanic [Marc USA],"Coconut Grove, Fla.","4,501",-0.8
Bruce Clay,"Moorpark, Calif.","4,500",13.4
E & M Advertising,New York,"4,500",NA
Fuseideas,"Somerville, Mass.","4,500",50
"Stiegler, Wells, Brunswick & Roth","Bethlehem, Pa.","4,500",-10
WFofR,"Richmond, Va.","4,500",16.9
Solomon Friedman Advertising,"Bloomfield Hills, Mich.","4,492",4
Love Communications,Salt Lake City,"4,491",11.8
iMarketing,"Princeton, N.J.","4,461",-3.8
PanCom International*,Los Angeles,"4,410",-4.8
Latin3,"Fort Lauderdale, Fla.","4,400",0
Mass Hispanic Marketing,"Doral, Fla.","4,378",21.2
Retail First,"Rolling Meadows, Ill.","4,375",51.7
Johnson Gray Advertising*,"Irvine, Calif.","4,340",NA
Hunt Adkins,Minneapolis,"4,337",8
Beeby Clark & Meyler,"Irvington, N.Y.","4,300",19.4
Creative Civilization,San Antonio,"4,300",34.4
Gabriel deGrood Bendt,Minneapolis,"4,300",4.9
PM Publicidad,Atlanta,"4,300",13.2
Davis & Co.,Washington,"4,235",-12.5
Rocket XL [Vision7 International],Los Angeles,"4,214",29.2
Shine Advertising Co.,"Madison, Wis.","4,200",6.3
CCFC Advertising,Chicago,"4,144",0
Geppetto Group* [WPP],New York,"4,125",0
Bulldog Drummond*,San Diego,"4,100",0
Glenn Group,"Reno, Nev.","4,100",-2.4
Hobbs/Herder Advertising,"Newport Beach, Calif.","4,100",-1.2
Inventiva,San Antonio,"4,100",24.2
Spring O'Brien,New York,"4,100",-33.9
Ignition Network*,Chicago,"4,050",5.5
M&C Saatchi,London,"4,045",-44.1
Engine Company 1,San Francisco,"4,008",17.9
Two by Four,Chicago,"4,007",1.3
Centigrade,"Birmingham, Mich.","4,000",NA
Spike DDB* [Omnicom (DDB)],"Brooklyn, N.Y.","4,000",53.8
CreativeOnDemand*,"Coconut Grove, Fla.","3,960",-5.7
Zehnder Communications,New Orleans,"3,928",17.9
Richter7,Salt Lake City,"3,918",18.9
Matlock Advertising & Public Relations,Atlanta,"3,910",-5.1
CooperKatz & Co.,New York,"3,909",13.7
Copacino & Fujikado,Seattle,"3,873",1.7
Darling*,New York,"3,870",NA
PanaVista [D.L. Ryan Cos. (Ryan Partnership)],"Irving, Texas","3,862",-23
Schermer,Minneapolis,"3,825",19.7
MediaMorphosis,"Long Island City, N.Y.","3,821",26.4
Tiziani & Whitmyre,"Sharon, Mass.","3,807",-10.5
Squeaky Wheel Media,New York,"3,800",8.6
Stephan & Brady,"Madison, Wis.","3,800",-14.8
KD&E,New York,"3,798",-2.1
LatinMedios.com,"Aventura, Fla.","3,762",25.5
Firehouse Agency,Dallas,"3,750",-9.9
Gertrude,Chicago,"3,750",41
Orci,Los Angeles,"3,733",-22.6
Nemer Fieger*,Minneapolis,"3,720",43.4
Ozone Online,San Francisco,"3,700",4.6
SKM Group,"Depew, N.Y.","3,699",35
Mason*,"Bethany, Conn.","3,697",1.3
352 Media Group,"Newberry, Fla.","3,658",-6
Cultivator Advertising & Design,Denver,"3,651",12.1
Littlefield,"Tulsa, Okla.","3,637",0.7
Stratagem Healthcare Communications*,San Francisco,"3,625",14.7
Perich & Partners,"Ann Arbor, Mich.","3,600",12.5
VSBrooks Advertising,"Coral Gables, Fla.","3,600",12.5
Digiknow,Cleveland,"3,588",-32.4
Kilgannon,Atlanta,"3,513",-15
Masterminds,"Egg Harbor Township, N.J.","3,504",-15.5
Elevacion,Washington,"3,500",-2.8
Euro RSCG Worldwide Strat Farm* [Havas (Euro RSCG)],New York,"3,500",150
GRP Media,Chicago,"3,500",NA
Social Media Group,Toronto,"3,500",94.4
N-tara Interactive,"Johnson City, Tenn.","3,460",-1.4
ME&V,"Cedar Falls, Iowa","3,437",1
Launch Agency,"Carrollton, Texas","3,425",21.2
Agent 16,New York,"3,400",-51.4
Alexander Marketing*,"Grand Rapids, Mich.","3,400",-0.7
Gravity Media,New York,"3,400",NA
Hoffman Agency,"San Jose, Calif.","3,400",0
"Tom, Dick & Harry Advertising",Chicago,"3,350",1.5
Brogan Tennyson Group,Atlanta,"3,300",NA
Downtown Partners Chicago* [Omnicom],Chicago,"3,300",1
Jar Group,"Brooklyn, N.Y.","3,300",6.5
Middleberg Communications,New York,"3,300",22.2
Bradshaw Advertising,"Portland, Ore.","3,290",-6.6
LKM*,"Charlotte, N.C.","3,287",17.5
Robinson & Maites,Chicago,"3,268",36.2
Porcaro Communications*,"Anchorage, Alaska","3,255",NA
Bell Pottinger Group [Chime Communications],"Tampa, Fla.","3,185",-45
Nail Communications*,"Providence, R.I.","3,178",2.5
Grafik Marketing Communications,"Alexandria, Va.","3,175",-11.6
Underscore Marketing,New York,"3,128",35.4
Innis Maggiore,"Canton, Ohio","3,119",4.5
E-storm International,San Francisco,"3,118",5.4
Turkel*,Miami,"3,100",3.3
McKee Wallwork Cleveland,"Albuquerque, N.M.","3,092",9.8
Fly Communications,New York,"3,050",-67.1
Michael Walters Advertising,Chicago,"3,020",101.3
MDB Communications,Washington,"3,016",5.3
Time Advertising,"Millbrae, Calif.","3,009",-26.9
Ad Store,New York,"3,000",-9.3
Agency 51,"Anaheim, Calif.","3,000",50
Beattie McGuinness Bungay [Cheil Worldwide],New York,"3,000",NA
Dojo [Grupo ABC],San Francisco,"3,000",NA
Escape Pod,Chicago,"3,000",50
FPO Multicultural Marketing,San Antonio,"3,000",36.4
Neighbor* [Emak Worldwide],"Santa Monica, Calif.","3,000",50
RP3 Agency,"Bethesda, Md.","3,000",NA
Saeshe,Los Angeles,"3,000",NA
K. Fernandez & Associates,San Antonio,"2,997",-7
Glass Agency,"Sacramento, Calif.","2,983",5.9
Colman Brohan Davis,Chicago,"2,967",-22.9
Asher Media,"Addison, Texas","2,945",5.4
Boelter & Lincoln*,Milwaukee,"2,940",NA
Chemistry Communications,Pittsburgh,"2,931",28.5
Viva Partnership,Miami,"2,900",0
Backe Digital Brand Marketing,"Radnor, Pa.","2,898",-2.7
Holtzman Communications*,New York,"2,800",0
Brandner Communications*,"Federal Way, Wash.","2,790",NA
Mindpower,Atlanta,"2,772",37
Acropolis,"Orlando, Fla.","2,700",3.8
Ventura Associates,New York,"2,645",0
Portent Interactive,"Tukwila, Wash.","2,633",30.6
Meyer & Wallis,Milwaukee,"2,627",-7.5
U.S. Media Consulting,Miami,"2,615",-12.2
RLR Advertising & Marketing*,"Pasadena, Calif.","2,610",-3.3
Mad 4 Marketing,"Fort Lauderdale, Fla.","2,600",NA
Sensis Agency,Los Angeles,"2,529",-11.3
Crossbow Group,"Westport, Conn.","2,525",12.2
PriMedia,"Warwick, R.I.","2,511",23.3
AYDigital,New York,"2,500",108.3
Remerinc*,Seattle,"2,500",-16.7
Renegade,New York,"2,500",-16.7
HeadQuarters Multicultural Visioneering,San Francisco,"2,451",-18.3
Leopold Ketel & Partners,"Portland, Ore.","2,409",-5.6
Anderson Communications,Atlanta,"2,400",-4
KZS Advertising,"Smithtown, N.Y.","2,400",0
Creative Department,Cincinnati,"2,384",-24.9
LaGrant Communications,Los Angeles,"2,380",-0.3
Submit Express,"Burbank, Calif.","2,375",-23.4
Munn Rabot*,New York,"2,340",-13.8
Freshbrick*,"Holbrook, N.Y.","2,325",NA
Shaw Co.,St. Louis,"2,300",35.3
Walz Tetrick Advertising,"Mission, Kan.","2,261",0.1
GCG Marketing,"Fort Worth, Texas","2,252",-46.5
CTI Media*,Atlanta,"2,249",11.3
Blanchard Schaefer Advertising & Public Relations,"Fort Worth, Texas","2,200",10.5
Plan C Agency,Los Angeles,"2,200",74.6
Walker Sands Communications,Chicago,"2,200",10
Rotter Group*,"Laguna Beach, Calif.","2,160",NA
"Catalano, Lellos & Silverstein",New York,"2,100",-12.5
Fusion B2B,"Naperville, Ill.","2,100",11
Richards/Carlberg [Richards Group],Houston,"2,100",-8.7
Thunder Tech,Cleveland,"2,100",16.7
Coates Kokes,"Portland, Ore.","2,085",7.8
Goda Advertising,"Inverness, Ill.","2,003",52.8
Borenstein Group,"Reston, Va.","2,000",-4.8
CHI & Partners* [WPP],London/New York,"2,000",42.9
Glyphix Advertising*,"West Hills, Calif.","2,000",0
Villing & Co.,"South Bend, Ind.","1,965",10
Truth Agency,"Santa Ana, Calif.","1,934",53.5
Freebairn & Co.,Atlanta,"1,900",-17.4
Tipton & Maglione,"Great Neck, N.Y.","1,900",-7.2
Siddall,"Richmond, Va.","1,882",0.4
Bandujo Advertising & Design*,New York,"1,860",NA
Robinson Radio*,"Glen Allen, Va.","1,860",NA
Trumpet,New Orleans,"1,860",13.7
Martz Agency*,"Scottsdale, Ariz.","1,740",-6.3
CCT Advertising,Denver,"1,740",27.1
TotalCom*,"Tuscaloosa, Ala.","1,705",0.8
Penny/Ohlmann/Neiman,"Dayton, Ohio","1,691",-10
Red7e,"Louisville, Ky.","1,668",-25.9
CGSM,"Wilton, Conn.","1,610",18.8
Turbine Boost*,"Southport, Conn.","1,555",-8.8
Foster Marketing Communications,"Lafayette, La.","1,544",-5.1
Lortz Direct Marketing,"Omaha, Neb.","1,526",-8.9
BrandForce/KLM,San Francisco,"1,500",-83.1
Grok,New York,"1,500",87.5
Integrity Corporation,St. Louis,"1,500",36.4
LiveAreaLabs,Seattle,"1,500",328.6
Touchdown Media,"Metuchen, N.J.","1,500",15.4
Vizeum* [Aegis Group],New York,"1,500",NA
"Latorra, Paul & McCann Advertising","Syracuse, N.Y.","1,479",-37.8
Makin' It Work Pronto*,"Winston-Salem, N.C.","1,440",NA
ASB Communications,New York,"1,400",7.7
Emerge Interactive,"Portland, Ore.","1,400",71.4
Emerging Marketing,"Columbus, Ohio","1,400",16.7
Ideal Promotions,Chicago,"1,400",0
Jones Advertising,Seattle,"1,400",66.7
Turnpost,"Omaha, Neb.","1,400",1.4
Goodman Marketing Partners,"San Rafael, Calif.","1,325",-7.1
Arends*,"Batavia, Ill.","1,320",NA
ScreenPlay InterActive,"Clark, N.J.","1,300",NA
Marquardt & Roche and Partners,"Stamford, Conn.","1,277",16.4
Mutt Industries,"Portland, Ore.","1,255",70.7
N&A Advertising,Atlanta,"1,250",0
Imulus,"Boulder, Colo.","1,240",50.3
Hogan Co.,"Knoxville, Tenn.","1,200",33.3
Vizion Interactive*,"Clearwater Beach, Fla.","1,200",14.3
Mandala,"Bend, Ore.","1,134",9.4
Huntsinger & Jeffer,"Richmond, Va.","1,100",-9
LevelTen Interactive,Dallas,"1,100",-21.4
Ten Advertising*,Los Angeles,"1,100",-0.1
T.D. Wang Advertising Group,Seattle,921,232.5
Lalich Resources,"Grant Park, Ill.",908,0.2
Spitfire Interactive*,"Westport, Conn.",908,NA
Hydrogen Advertising,Seattle,887,-21.4
White Good,"Lancaster, Pa.",876,-53.1
WalkerTek Interactive Marketing,"Fairfield, N.J.",857,-21.6
Kinzie & Green,"Wausau, Wis.",731,-22.6
Doug Shouse Marketing*,"Winston-Salem, N.C.",720,NA
Beyond Total Branding,Miami,708,9.4
ENA Healthcare Communications,"Fair Haven, N.J.",700,0
Mobext* [Havas (Havas Media)],Boston,684,3.7
Flying A Media*,"Sausalito, Calif.",620,NA
I Imagine Studio*,"Evanston, Ill.",620,NA
Barbeau-Hutchings Advertising,"Shelton, Conn.",600,20
Mighty Fudge Studios,"Boulder, Colo.",600,50
.Com Marketing,"Winter Park, Fla.",570,16.4
Condon & Root,"Barrington, Ill.",550,-69.4
LP&G,"Tucson, Ariz.",501,-14.9
Tri-State Advertising Co.,"Warsaw, Ind.",449,-12.3
Griff/SMC Marketing Communications,"Boulder, Colo.",350,-30
Icube-New York,New York,350,0
:30 Segundos,New York,340,41.7
Hudson Media Services,New York,310,93.8
Bluberries Advertising,"Garfield, N.J.",250,NA
Dirigo Agency,"Rockville, Md.",250,150
Jackie Zambrano,"Doral, Fla.",250,NA
